"protein_group","abundance_Cu.complex_1","abundance_Cu.complex_2","abundance_Cu.complex_3","abundance_Cu.complex_4","abundance_Cu.complex_5","abundance_Cu.complex_6","abundance_DMSO_1","abundance_DMSO_2","abundance_DMSO_3","abundance_DMSO_4","abundance_DMSO_5","abundance_DMSO_6","abundance_Mn.complex_1","abundance_Mn.complex_2","abundance_Mn.complex_3","abundance_Mn.complex_4","abundance_Mn.complex_5","abundance_Mn.complex_6","number_of_peptides_Cu.complex_1","number_of_peptides_Cu.complex_2","number_of_peptides_Cu.complex_3","number_of_peptides_Cu.complex_4","number_of_peptides_Cu.complex_5","number_of_peptides_Cu.complex_6","number_of_peptides_DMSO_1","number_of_peptides_DMSO_2","number_of_peptides_DMSO_3","number_of_peptides_DMSO_4","number_of_peptides_DMSO_5","number_of_peptides_DMSO_6","number_of_peptides_Mn.complex_1","number_of_peptides_Mn.complex_2","number_of_peptides_Mn.complex_3","number_of_peptides_Mn.complex_4","number_of_peptides_Mn.complex_5","number_of_peptides_Mn.complex_6","differential_abundance_pvalue_Cu.complex_vs_DMSO","differential_abundance_qvalue_Cu.complex_vs_DMSO","log_ratios_Cu.complex_vs_DMSO","differential_abundance_pvalue_Cu.complex_vs_Mn.complex","differential_abundance_qvalue_Cu.complex_vs_Mn.complex","log_ratios_Cu.complex_vs_Mn.complex","differential_abundance_pvalue_DMSO_vs_Mn.complex","differential_abundance_qvalue_DMSO_vs_Mn.complex","log_ratios_DMSO_vs_Mn.complex"
"sp|Q9BSH4|TACO1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-17.8312914052,-17.7367952105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BSH5|HDHD3_HUMAN",NA,NA,NA,-16.890687113,-16.8397868887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,2,2,NA,NA,NA,2,NA,NA,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BSJ8|ESYT1_HUMAN",-18.1517129977,NA,-18.2166432196,NA,NA,NA,NA,NA,NA,NA,-19.4600416878,-19.7867017708,NA,-19.0141710369,NA,-19.1490270059,NA,-19.1584055531,2,NA,2,NA,NA,1,3,1,1,NA,2,3,1,1,1,2,2,1,0.000988372093023256,0,1.43919362065,0.00147532894736842,0,0.923023089983332,0.0193603988603989,0.04,-0.516170530666667
"sp|Q9BT09|CNPY3_HUMAN",-17.1950467993,NA,NA,NA,-16.8307423193,NA,NA,NA,NA,NA,NA,-17.8370186208,NA,-17.1755630793,NA,NA,-17.3221856192,-17.2815761427,2,2,3,3,3,1,3,4,2,4,3,3,2,3,1,3,2,3,NA,NA,NA,0.204429276315789,0.508620689655172,0.246880387766666,NA,NA,NA
"sp|Q9BT78|CSN4_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.2242979905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BTT0|AN32E_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.4646293454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BTV4|TMM43_HUMAN",-17.4335054356,NA,-17.4944950257,-16.2917527755,-16.2003977736,-16.47561477,NA,NA,NA,NA,NA,NA,-17.9486888485,-16.5087507327,-17.3690808544,-16.3973815721,-17.5407622817,-17.8084941895,5,3,2,3,3,3,NA,NA,1,NA,1,1,3,3,4,3,3,3,NA,NA,NA,0.165095394736842,0.490740740740741,0.483039923736669,NA,NA,NA
"sp|Q9BTY2|FUCO2_HUMAN",-18.0053196695,-17.6669698505,NA,-17.6536068039,-17.5855875225,-17.8518275205,NA,NA,NA,-18.4606089021,NA,NA,-17.8304286585,-17.8666912906,-18.0172443734,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,1,1,NA,1,1,1,1,1,1,NA,NA,NA,0.355449013157895,0.597701149425287,0.15212583412,NA,NA,NA
"sp|Q9BVA1|TBB2B_HUMAN",NA,NA,NA,NA,NA,NA,-18.5626386292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,NA,9,8,6,11,8,7,6,NA,NA,NA,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BVC6|TM109_HUMAN",NA,NA,-17.1131053249,-16.5755386108,NA,-16.8508543467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BVJ6|UT14A_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.0711771809,NA,NA,-18.7546868274,NA,NA,-18.7217969053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BWD1|THIC_HUMAN",NA,NA,NA,NA,NA,-17.8319762608,-17.9209288277,-18.1129657292,-18.2064706857,-18.2479559036,-18.2001057837,-17.3366523944,NA,-17.7947997676,-17.7668984244,NA,-17.8946398818,NA,1,NA,1,NA,NA,2,3,3,3,3,3,3,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,0.379448717948718,0.494208494208494,-0.18540052945
"sp|Q9BX26|SYCP2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.05628813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BXP5|SRRT_HUMAN",NA,NA,NA,NA,NA,-19.4307158047,NA,-18.5986114771,-19.9213344317,-19.8968043621,-19.8732673915,NA,-19.3760456269,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,4,3,3,2,2,3,2,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BXS5|AP1M1_HUMAN",NA,NA,-18.1000892916,-17.7680127295,NA,-17.8609859799,-18.2690729762,-17.2433325456,-18.2642604196,-18.2212400888,NA,-18.4483449507,-17.7744631942,-17.8699871647,NA,-17.7700200165,-17.8951816603,NA,1,NA,2,2,1,3,5,6,4,2,3,3,3,2,3,3,3,4,0.564262458471761,0.676,0.179554195846666,0.55721875,0.718614718614719,-0.0822829914083343,0.305481481481481,0.412244897959184,-0.261837187255001
"sp|Q9BY49|PECR_HUMAN",NA,NA,NA,NA,NA,NA,NA,-17.5564268318,-17.5602840675,NA,-17.4699658456,-17.6428095018,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,1,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BY60|GBRL3_HUMAN",-17.1036773237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.1624453365,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BYD2|RM09_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-17.7312355983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BYD6|RM01_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.8012974371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9BYT8|NEUL_HUMAN",NA,NA,NA,NA,NA,-18.532646703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.5743539568,NA,NA,1,NA,1,1,1,NA,1,2,2,NA,2,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9C0C9|UBE2O_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.7581972701,-19.8802082333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9GZT3|SLIRP_HUMAN",NA,NA,NA,NA,NA,NA,-16.2665392025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9GZU2|PEG3_HUMAN",NA,NA,-19.9060006632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9GZZ1|NAA50_HUMAN",NA,NA,NA,NA,NA,NA,-16.5799246558,-16.5074015104,NA,-16.4145568014,-16.4840618086,-16.6922026132,-16.1763083476,-16.0922618542,NA,-15.8693117914,-16.4416522702,-16.1502001866,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0.0194729344729345,0.04,-0.389682587880003
"sp|Q9H074|PAIP1_HUMAN",NA,NA,NA,NA,NA,NA,-18.3432989404,-18.2926057572,-18.3405949418,-18.314411536,NA,-18.4280011692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9H0A0|NAT10_HUMAN",NA,NA,-19.4290670107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,1,1,2,3,2,2,2,1,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9H0D6|XRN2_HUMAN",NA,NA,NA,NA,NA,NA,-19.2370528968,NA,NA,-18.4154443342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,4,2,2,2,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9H0S4|DDX47_HUMAN",-18.1025426299,NA,-18.1673205686,NA,NA,NA,-18.534974433,-18.5261855699,-18.5074355675,NA,-18.3536059604,-18.5704110211,NA,-18.000497873,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,1,1,1,1,1,1,1,1,NA,1,1,0.194681063122924,0.299435028248588,0.363590911129997,NA,NA,NA,NA,NA,NA
"sp|Q9H1E5|TMX4_HUMAN",NA,-16.8971108082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9H3G5|CPVL_HUMAN",-18.018663412,-17.4769394915,-18.0028158444,-17.5926645684,-17.4964578003,-17.789103254,-18.3657249535,NA,-18.3305866856,-18.3879756462,-18.2669761623,NA,-17.7172259758,-17.8526134137,-17.854516633,-17.8071678562,-17.9237375419,-17.897415422,2,3,2,2,2,2,2,1,2,2,2,2,3,2,2,1,2,2,0.0580116279069767,0.155555555555556,0.608375133466669,0.467909539473684,0.678048780487805,0.11267207866667,0.00173789173789174,0,-0.4957030548
"sp|Q9H479|FN3K_HUMAN",NA,NA,NA,NA,NA,NA,-17.8611776127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9H4M9|EHD1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.0634822508,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,2,1,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9H583|HEAT1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.1085142932,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,1,1,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9H6R3|ACSS3_HUMAN",NA,NA,NA,NA,NA,NA,-19.0414183679,-17.8696542316,-17.7332595841,-17.7814432251,NA,-19.0652977069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9H7D0|DOCK5_HUMAN",NA,NA,NA,NA,NA,NA,-20.5677558656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9H9B4|SFXN1_HUMAN",-17.5444132205,-17.1137187285,NA,-17.1115920186,NA,-17.4405077623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.4753181821,NA,4,4,3,3,4,4,NA,NA,NA,NA,1,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9HAV4|XPO5_HUMAN",-19.5417118045,NA,-19.5419682266,NA,NA,-19.6011313844,-19.8948531398,-19.7842334689,-19.8511718396,-19.8863103622,-18.4303466883,-19.9182228635,-19.3829351921,-19.4567869882,-19.4699648031,-19.3590245372,-19.4598686871,-19.4815362589,2,NA,2,NA,NA,1,2,3,2,2,3,2,2,2,2,1,1,1,0.803071428571429,0.840277777777778,0.0659192552166665,0.299947368421053,0.571428571428571,-0.126584394066665,0.421447293447293,0.527675276752767,-0.192503649283331
"sp|Q9HAV7|GRPE1_HUMAN",-16.1684542744,-14.9528324034,-16.2802195973,-15.649321288,-15.6470319993,-15.2660895208,-16.7204261631,-16.5226188729,-15.9279489545,-16.6597016893,-16.4493919461,-16.6074235461,-15.9347433463,-16.0048795236,-16.2365048202,-15.2774297255,-16.1725681705,-16.2793997627,4,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0.0276295681063123,0.112903225806452,0.820593681466669,0.211366776315789,0.512605042016807,0.323596044266667,0.0461638176638177,0.0714285714285714,-0.496997637200002
"sp|Q9HC35|EMAL4_HUMAN",-17.8567746122,NA,-17.083365023,NA,-18.5544952902,-17.7307865604,-17.4721988374,-18.3949095191,-19.1829154064,-17.1485643196,-17.6684241978,-17.4468505036,-17.8749347818,-18.7481511317,-17.7864023811,-18.7206984961,-17.8307579214,-17.3291637798,6,NA,8,3,2,8,8,9,9,7,9,7,7,8,6,6,6,8,0.787813953488372,0.831578947368421,0.0792884258666682,0.431557565789474,0.647959183673469,0.241996043866667,0.637740740740741,0.733552631578947,0.162707617999999
"sp|Q9HCC0|MCCB_HUMAN",NA,-18.2406272932,NA,NA,NA,NA,NA,-18.2809309671,-18.4516252053,NA,NA,NA,NA,NA,NA,NA,-18.1095606311,NA,1,2,2,4,3,2,4,4,4,6,4,4,2,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9HCE1|MOV10_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.3881813399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9HCN3|PGAP6_HUMAN",NA,NA,NA,NA,-19.0952524834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9HD23|MRS2_HUMAN",NA,-17.8139052306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9HD45|TM9S3_HUMAN",-19.0025855467,-19.1457434158,-19.6301281464,-18.8707879455,-18.0000065922,-18.3314387632,NA,NA,-18.8977020616,NA,-17.8799793221,-17.9613833419,-18.2554363413,-17.7347210178,NA,-17.6144988024,-17.7646923052,NA,8,5,6,7,7,7,1,NA,2,1,3,2,5,7,5,5,4,5,0.136509966777409,0.236842105263158,-0.583760159766666,0.0104588815789474,0.230769230769231,-0.987777951624999,0.237646723646724,0.329004329004329,-0.404017791858333
"sp|Q9HDC9|APMAP_HUMAN",NA,NA,NA,-17.3088183137,-17.0426150978,-17.510585896,NA,NA,NA,-18.2883827473,NA,NA,-17.2760504829,NA,NA,NA,NA,NA,5,6,4,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NPJ3|ACO13_HUMAN",-16.06419753,NA,-16.1321712819,NA,-15.6514079931,-15.8117889625,-16.6080259909,NA,NA,-16.483379645,NA,NA,-15.9283128392,-16.082401416,NA,NA,NA,NA,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,2,1,1,0.0598405315614618,0.157894736842105,0.630811376075002,0.611787828947368,0.751020408163265,0.0904656857250004,0.00839316239316239,0.0222222222222222,-0.540345690350001
"sp|Q9NQ88|TIGAR_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6128070907,-17.7731624786,-17.1789576217,NA,NA,NA,-17.3255953078,NA,1,NA,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0.0165698005698006,0.0341880341880342,-0.440708319900001
"sp|Q9NQ94|A1CF_HUMAN",NA,NA,NA,NA,NA,NA,-18.6058752851,NA,NA,-17.9785509261,-19.3949698299,-18.7555534814,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NQG5|RPR1B_HUMAN",NA,NA,NA,NA,NA,NA,NA,-17.705088548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NQP4|PFD4_HUMAN",NA,NA,NA,NA,NA,NA,NA,-16.3455925947,-16.4300370708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NR21|PAR11_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-18.6182308583,-19.1887984093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NR28|DBLOH_HUMAN",-17.1005538187,-15.6653048851,NA,NA,-16.5799068243,NA,-17.5740355933,-17.59055791,NA,-17.5081342447,NA,NA,NA,-17.1740827571,NA,NA,NA,NA,4,3,4,4,4,3,4,3,2,4,4,2,2,3,4,4,4,4,0.0135332225913621,0.075,1.10898740663334,NA,NA,NA,NA,NA,NA
"sp|Q9NR30|DDX21_HUMAN",-18.8455478248,NA,-18.8660447055,NA,NA,-18.7193582172,-19.162646416,NA,-18.186971505,-17.5542266888,-18.993686263,-19.2373876048,-18.6683804913,NA,NA,-18.8108293642,-18.931409008,NA,4,NA,4,3,2,3,6,4,4,5,4,5,3,2,2,2,3,4,0.592071428571429,0.691699604743083,-0.183333220313333,0.897570723684211,0.900990099009901,-0.00677729466666577,0.650944444444444,0.74025974025974,0.176555925646667
"sp|Q9NR31|SAR1A_HUMAN",NA,NA,-16.6751026759,NA,NA,NA,NA,-16.976582214,-16.9092485737,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,2,3,4,2,2,2,3,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NR45|SIAS_HUMAN",NA,NA,NA,NA,NA,NA,-18.316952602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NR48|ASH1L_HUMAN",NA,NA,NA,NA,NA,-20.2601456969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NRN7|ADPPT_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-17.4460258749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NSD9|SYFB_HUMAN",NA,NA,NA,NA,NA,NA,-17.8466548837,-17.890108617,-18.7356364453,NA,-18.5282851355,-17.9127615014,NA,NA,NA,NA,-18.3224019179,-18.2490942468,NA,NA,NA,NA,NA,1,4,5,6,7,6,7,3,3,4,3,4,4,NA,NA,NA,NA,NA,NA,0.700606837606838,0.776729559748428,0.103058765769998
"sp|Q9NSE4|SYIM_HUMAN",NA,NA,NA,NA,NA,NA,-19.8579368383,-19.3229036496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,2,3,3,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NTJ3|SMC4_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.8407180288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NTK5|OLA1_HUMAN",NA,NA,NA,NA,NA,NA,-17.9980013406,-17.8764956648,-16.9049847117,-17.9898207371,-16.8220221334,-17.9045700494,-17.418676035,NA,NA,NA,-17.5359673533,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0.75505698005698,0.822085889570552,-0.105327412016667
"sp|Q9NUD5|ZCHC3_HUMAN",-17.7655647613,NA,NA,NA,NA,NA,-18.2988257698,-17.2278279609,NA,-18.2564718211,-18.1038991762,-17.2826941139,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,1,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NUU7|DD19A_HUMAN",NA,NA,-18.2257775171,NA,NA,NA,NA,-18.1577539965,NA,NA,NA,NA,NA,-17.8141211733,-17.8378443579,NA,NA,-17.893671999,1,NA,2,NA,1,1,1,2,2,NA,1,2,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NVA1|UQCC1_HUMAN",NA,NA,NA,NA,NA,-17.4826244514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NVP1|DDX18_HUMAN",NA,NA,NA,NA,NA,NA,-18.8482150998,-18.7094238692,-18.7951883835,-18.7658960423,-18.5787553511,-18.7137251633,NA,NA,-18.2857423325,NA,NA,-18.3721153779,2,NA,3,1,1,1,4,4,3,1,3,1,2,3,1,3,2,2,NA,NA,NA,NA,NA,NA,0.00772649572649573,0.0222222222222222,-0.406271796333336
"sp|Q9NY33|DPP3_HUMAN",NA,NA,NA,NA,NA,NA,NA,-17.8049244831,-18.8842539396,-18.9324220125,-18.914561771,NA,-18.5673289886,NA,-18.4950913201,-18.5086161067,-18.6567137113,-17.6410526819,NA,NA,NA,1,1,NA,2,3,3,3,3,3,2,1,3,2,3,2,NA,NA,NA,NA,NA,NA,0.415347578347578,0.525925925925926,-0.26027998983
"sp|Q9NYF8|BCLF1_HUMAN",NA,NA,NA,NA,NA,NA,NA,-19.3544148403,NA,-19.4018464033,NA,NA,NA,NA,-18.8271911223,NA,-18.9139830063,NA,NA,NA,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,0.00235470085470085,0,-0.507543557499996
"sp|Q9NYK5|RM39_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-18.1820320971,NA,-17.9547289844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NYL9|TMOD3_HUMAN",NA,NA,NA,NA,NA,-17.5447694429,NA,NA,-18.0489386812,-18.0215716676,NA,-18.174263548,NA,NA,-17.5217569397,-17.4498917216,-17.5641373389,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,0.0025,0,-0.5696626322
"sp|Q9NYP7|ELOV5_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.8954060193,NA,NA,-18.4589960006,NA,NA,1,1,2,NA,NA,1,1,NA,1,1,3,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NYU1|UGGG2_HUMAN",NA,NA,-21.5470782278,NA,NA,-21.5672817477,NA,NA,NA,NA,NA,-22.5873097493,NA,NA,-21.8766343455,NA,NA,NA,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q9NYU2|UGGG1_HUMAN",-19.7579620093,-17.3569609188,-18.0637212321,-18.1968128655,-17.5748042405,-17.3586503025,-19.6289722016,NA,NA,-18.7125200907,NA,-20.1910013947,-19.6014198726,-19.6290549859,-19.8152588471,-19.605867651,NA,-19.6550811343,7,11,8,11,12,11,7,6,6,4,4,4,10,7,9,8,8,10,0.00677242524916944,0.0357142857142857,1.45934596755,0.00434046052631579,0.222222222222222,1.60985123673,0.604851851851852,0.700996677740864,0.150505269180002
"sp|Q9NZ01|TECR_HUMAN",NA,NA,NA,NA,NA,-16.8931471663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,3,5,1,3,2,3,3,3,3,3,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
