"protein_group","abundance_Cu.complex_1","abundance_Cu.complex_2","abundance_Cu.complex_3","abundance_Cu.complex_4","abundance_Cu.complex_5","abundance_Cu.complex_6","abundance_DMSO_1","abundance_DMSO_2","abundance_DMSO_3","abundance_DMSO_4","abundance_DMSO_5","abundance_DMSO_6","abundance_Mn.complex_1","abundance_Mn.complex_2","abundance_Mn.complex_3","abundance_Mn.complex_4","abundance_Mn.complex_5","abundance_Mn.complex_6","number_of_peptides_Cu.complex_1","number_of_peptides_Cu.complex_2","number_of_peptides_Cu.complex_3","number_of_peptides_Cu.complex_4","number_of_peptides_Cu.complex_5","number_of_peptides_Cu.complex_6","number_of_peptides_DMSO_1","number_of_peptides_DMSO_2","number_of_peptides_DMSO_3","number_of_peptides_DMSO_4","number_of_peptides_DMSO_5","number_of_peptides_DMSO_6","number_of_peptides_Mn.complex_1","number_of_peptides_Mn.complex_2","number_of_peptides_Mn.complex_3","number_of_peptides_Mn.complex_4","number_of_peptides_Mn.complex_5","number_of_peptides_Mn.complex_6","differential_abundance_pvalue_Cu.complex_vs_DMSO","differential_abundance_qvalue_Cu.complex_vs_DMSO","log_ratios_Cu.complex_vs_DMSO","differential_abundance_pvalue_Cu.complex_vs_Mn.complex","differential_abundance_qvalue_Cu.complex_vs_Mn.complex","log_ratios_Cu.complex_vs_Mn.complex","differential_abundance_pvalue_DMSO_vs_Mn.complex","differential_abundance_qvalue_DMSO_vs_Mn.complex","log_ratios_DMSO_vs_Mn.complex"
"sp|P55786|PSA_HUMAN",NA,NA,NA,NA,NA,-18.8303207798,-19.194332842,-19.0549246838,-19.2486524694,-19.1481045893,-19.1001011534,-19.2766306631,NA,-18.6811983112,-18.7466859858,-18.8639871307,-17.8634443184,-17.8789390166,5,1,4,3,NA,4,6,4,6,6,5,4,4,6,5,4,4,5,NA,NA,NA,NA,NA,NA,0.0195883190883191,0.04,-0.76360678096
"sp|P55884|EIF3B_HUMAN",-18.6795112993,NA,-19.0959538265,NA,NA,NA,-18.3047741826,-19.3093575305,-17.7619111297,-19.1830051357,-19.1331923446,-19.5221489379,NA,NA,NA,NA,-18.6162582664,NA,3,NA,4,1,NA,2,9,8,7,6,7,6,5,4,4,3,4,5,0.912470099667774,0.925925925925926,-0.0186676860666637,NA,NA,NA,NA,NA,NA
"sp|P56192|SYMC_HUMAN",-17.8821938345,NA,-18.0069550359,NA,NA,NA,NA,NA,-19.1466220115,NA,NA,NA,NA,NA,NA,NA,NA,-18.890489028,3,NA,5,NA,NA,2,3,3,2,2,3,2,2,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P56556|NDUA6_HUMAN",-16.5473905463,-16.426219921,NA,-16.2131267865,NA,-16.6773674877,NA,NA,NA,NA,-16.8821468593,-17.0417981567,NA,NA,NA,-16.5584649071,NA,NA,3,3,3,3,3,3,2,2,2,2,4,2,1,3,3,3,3,2,0.117704318936877,0.214285714285714,0.495946322625002,NA,NA,NA,NA,NA,NA
"sp|P56747|CLD6_HUMAN",NA,-16.4241444502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P57088|TMM33_HUMAN",-16.6459862697,NA,NA,NA,NA,NA,-17.1230699319,NA,-17.1269457181,-17.0200251217,NA,NA,-16.5215737778,-16.5506454391,-16.4746830637,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00106552706552707,0,-0.574379497033334
"sp|P57105|SYJ2B_HUMAN",-15.8737306666,-15.3908755975,-16.0548936679,-15.5286581695,-15.5014454921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P57721|PCBP3_HUMAN",NA,NA,NA,NA,NA,NA,NA,-18.1694056459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P57740|NU107_HUMAN",NA,NA,NA,NA,NA,NA,-19.5835173646,NA,NA,-19.5911214998,NA,-19.6215911407,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,2,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P58107|EPIPL_HUMAN",NA,NA,-21.5794060493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,2,2,2,3,3,1,1,3,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P59998|ARPC4_HUMAN",NA,NA,-16.5267767839,NA,NA,NA,-16.6359923044,NA,NA,-16.5837345804,NA,NA,NA,NA,-15.5010246618,-16.2611377941,-16.1950968835,NA,3,NA,3,3,2,3,3,3,3,3,4,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,0.0925156695156695,0.150837988826816,-0.624110329266664
"sp|P60228|EIF3E_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.3808725062,NA,-18.4503636369,NA,NA,NA,NA,-17.9162325213,NA,NA,1,2,1,1,1,7,5,5,5,3,4,3,1,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P60660|MYL6_HUMAN",-16.4549275479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.5327637145,2,1,1,1,1,1,NA,NA,3,NA,3,2,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P60763|RAC3_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.460379857,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,2,3,3,NA,3,2,3,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P60842|IF4A1_HUMAN",-17.6559247871,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.8859461598,-18.0664395627,NA,NA,NA,NA,-17.0758484001,-16.5738247841,9,2,7,2,1,3,8,9,8,8,8,8,9,8,7,6,8,6,NA,NA,NA,NA,NA,NA,0.0136282051282051,0.0283018867924528,-1.15135626915
"sp|P60866|RS20_HUMAN",-15.3493111807,NA,-15.314205388,NA,NA,-15.1902954533,-15.7967329555,-15.6794688812,-15.9193145711,-15.8051570188,-15.7675300683,NA,-15.1810554279,-15.2268843626,NA,NA,-15.2414169748,NA,3,1,2,1,NA,3,3,3,4,3,3,3,3,3,3,2,3,3,0.0838870431893688,0.176,0.509036691646667,0.567738486842105,0.722222222222222,-0.0681517522333319,0.0018988603988604,0,-0.577188443879999
"sp|P60891|PRPS1_HUMAN",NA,NA,NA,NA,NA,NA,-17.5971393999,NA,NA,NA,NA,-17.702813601,NA,NA,NA,NA,NA,-17.2206786898,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,2,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P60900|PSA6_HUMAN",NA,NA,NA,NA,NA,NA,-17.4276366903,-17.2572623344,-17.3600243946,-16.2831483527,-17.2852553715,-16.2899443902,NA,NA,NA,NA,NA,-16.8475161403,NA,NA,2,2,1,NA,5,5,5,6,5,5,2,3,4,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P60953|CDC42_HUMAN",NA,NA,NA,NA,NA,NA,-16.978935911,NA,-16.9835897121,NA,-16.7717245999,-17.8340153488,NA,-16.4319533463,-16.4840388096,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0986410256410256,0.157458563535912,-0.684070315
"sp|P60981|DEST_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.7219976275,NA,NA,NA,-16.2668303714,NA,NA,NA,2,NA,NA,NA,NA,NA,2,3,2,1,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P61009|SPCS3_HUMAN",-16.3862693409,-15.7844929332,-16.4572753402,-15.2373339489,-15.9857340898,-16.2095730828,-16.9361244415,-16.8919020937,-16.9582491707,NA,NA,-16.8554157196,-16.2187563311,NA,-16.6672817817,-16.2636937553,NA,NA,2,2,2,2,2,2,1,1,2,NA,2,2,2,2,2,2,2,1,0.0173687707641196,0.0869565217391304,0.900309733741668,0.183980263157895,0.490740740740741,0.373130833400001,0.0137521367521368,0.0283018867924528,-0.527178900341667
"sp|P61026|RAB10_HUMAN",NA,-16.3661119054,NA,-16.4181443156,-16.2516183202,-16.4580608518,NA,-16.9432329171,-16.9998555565,NA,-16.9835534519,NA,-16.4798566415,NA,NA,-16.4740621475,-16.5793132511,NA,8,5,6,3,3,3,3,3,4,3,5,4,6,5,7,5,4,5,0.0459269102990033,0.135802469135802,0.602063460250001,0.317361842105263,0.575,0.137593498449998,0.0012962962962963,0,-0.464469961800003
"sp|P61086|UBE2K_HUMAN",NA,NA,-16.8845499434,NA,NA,NA,-17.2264777675,-15.9669535136,-16.9044609452,-16.0022325711,-15.9341337445,-16.941715643,-16.5222760281,-16.5049835453,-16.5024547618,-16.428994854,-16.7394811848,NA,1,NA,2,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,0.820209401709402,0.859701492537313,0.0436423773166652
"sp|P61158|ARP3_HUMAN",NA,NA,NA,NA,NA,NA,-17.0496411546,NA,-18.3923235424,NA,-18.2108994945,-18.4960537694,NA,-17.9460214632,NA,NA,NA,-17.9013471491,1,NA,NA,NA,NA,NA,4,4,2,5,3,3,2,2,2,NA,1,2,NA,NA,NA,NA,NA,NA,0.771992877492877,0.82370820668693,-0.113545184075001
"sp|P61160|ARP2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-18.0489689757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P61204|ARF3_HUMAN",-16.5937935473,-16.1981086964,NA,NA,NA,-16.425388519,-16.9458626619,-16.8599793893,-16.9826896154,NA,-16.7770831891,-17.1029210276,-16.4571491918,-16.5059260673,-16.4033310293,-16.435725293,NA,-16.5780117806,2,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,0.0876445182724253,0.176,0.527943589093336,0.610133223684211,0.75,0.0702650848333342,0.00448860398860399,0.0142857142857143,-0.457678504260002
"sp|P61221|ABCE1_HUMAN",NA,NA,-18.4576489323,NA,NA,NA,NA,NA,NA,NA,NA,-18.9904702141,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,2,2,1,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P61225|RAP2B_HUMAN",-16.5126520696,NA,-16.5925718781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.5325280333,NA,-16.5021689762,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,0.723378289473684,0.817843866171004,-0.0352634690999984,NA,NA,NA
"sp|P61247|RS3A_HUMAN",NA,NA,-17.2114049676,NA,NA,NA,-17.6616879787,-17.6251324794,NA,-17.49891604,-17.4327550288,-17.6497425665,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,1,2,2,1,2,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P61289|PSME3_HUMAN",NA,NA,NA,NA,NA,NA,-17.4427192585,NA,-17.366949877,-17.2966066677,-17.2449740415,NA,-16.8476418818,NA,NA,NA,NA,-16.8598647374,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0.00446438746438746,0.0142857142857143,-0.484059151574996
"sp|P61313|RL15_HUMAN",-16.7734398455,-16.4373607357,-16.9720050702,-15.3854855707,-15.9780543502,-16.3057085766,-16.0079364604,-15.7606488967,-15.8299136474,-17.1627802126,-15.7253840373,-17.333887631,-15.4145143242,NA,-16.1478564489,NA,-16.2601979923,-16.5572938935,2,2,2,2,2,2,2,3,2,2,3,3,2,1,1,1,1,1,0.939862126245847,0.940199335548173,-0.00525054391666657,0.460131578947368,0.67487684729064,-0.213710026758335,0.593626780626781,0.69,-0.208459482841668
"sp|P61353|RL27_HUMAN",NA,-16.1920688616,NA,NA,NA,NA,NA,-16.76634943,-16.8515127669,NA,-16.818259445,NA,NA,-16.466179591,NA,-16.5741163291,-16.6410432255,NA,2,2,1,2,2,2,3,3,3,2,2,3,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.0123333333333333,0.0283018867924528,-0.251594165433335
"sp|P61457|PHS_HUMAN",NA,NA,NA,NA,NA,NA,-16.2626343387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P61586|RHOA_HUMAN",NA,NA,NA,NA,NA,NA,-17.0458436496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P61604|CH10_HUMAN",-13.9193144746,-13.1246878909,-13.9917106069,-12.9559043821,-13.1100262136,-13.1521709828,-14.2721491982,-14.8726948369,-14.7524916872,-14.7321471415,-14.3135205973,-14.8556843495,-13.5962607048,-13.6972259512,-14.5047414576,-15.1588677373,-13.7934652292,-13.8007243776,6,9,6,9,13,12,6,5,6,5,6,7,7,7,7,7,8,8,0.00215116279069767,0,1.25747887661667,0.0344901315789474,0.392857142857143,0.716245151133332,0.0931566951566952,0.150837988826816,-0.541233725483334
"sp|P61803|DAD1_HUMAN",-15.5934532475,NA,-15.6296779078,-15.2032702729,-15.0234533726,-15.3278961837,NA,NA,NA,NA,-15.9894775315,NA,-15.4543517501,NA,-15.4614561969,NA,-15.4543854336,NA,1,1,1,3,1,1,NA,1,1,NA,1,NA,1,2,1,NA,1,2,NA,NA,NA,0.55765625,0.718614718614719,0.101180929966668,NA,NA,NA
"sp|P61978|HNRPK_HUMAN",-16.8258575355,-17.2669749139,-16.8087137802,-17.3637711863,-17.4465496731,-17.4792548969,-17.1021323288,-17.0438568084,-17.1899154822,-17.135719505,-16.9714868617,-17.2005037518,-16.6403033309,-16.6635120862,-16.6674090934,-16.610317434,-16.7647838606,-17.5320290796,3,2,2,1,2,1,3,5,3,5,3,5,3,2,3,4,3,4,0.708873754152824,0.788888888888889,-0.0912512080000027,0.0982203947368421,0.430769230769231,-0.385461183533334,0.0945840455840456,0.150837988826816,-0.294209975533331
"sp|P62081|RS7_HUMAN",-16.0325867453,-16.3575913763,-16.8126954605,-16.3691698508,-16.2785063809,-16.5943509986,-16.911042313,-16.998160757,-17.0537886668,-16.7769229527,-17.1297726166,-16.2881494941,-16.6323030185,NA,-16.5063115446,-16.6104025695,NA,-16.7158440427,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,1,2,0.15228073089701,0.251533742331288,0.452155997966667,0.262024671052632,0.541666666666667,0.208731825091668,0.169007122507123,0.241706161137441,-0.243424172874999
"sp|P62136|PP1A_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-17.9626098632,NA,NA,-17.9858723312,NA,NA,NA,NA,NA,NA,4,NA,4,2,NA,4,6,5,5,5,5,5,5,5,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P62191|PRS4_HUMAN",-17.8484357059,NA,NA,-17.5982795771,NA,-17.7807299232,-18.2412414131,-18.1502642281,NA,-18.140407025,-18.077703578,NA,NA,NA,-17.6587478367,NA,-17.7849930262,-17.8478511631,1,1,2,1,1,1,5,6,3,5,4,2,1,1,1,1,1,1,0.154725913621262,0.251533742331288,0.409922325650001,0.829452302631579,0.8719723183391,0.0213822732666671,0.00592450142450142,0.0142857142857143,-0.388540052383334
"sp|P62195|PRS8_HUMAN",NA,NA,NA,NA,NA,NA,-18.257476247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P62241|RS8_HUMAN",-16.5549585522,-16.1246893022,-16.5170024892,NA,-16.1507159104,NA,NA,-16.964142682,-16.9918591132,-16.9536907467,NA,-16.8833802928,-16.4523850333,-16.4923231249,NA,-16.7390865758,NA,-16.5583857315,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0560232558139535,0.155555555555556,0.611426645175001,0.2225625,0.516129032258065,0.223703552875001,0.00766381766381766,0.0222222222222222,-0.3877230923
"sp|P62249|RS16_HUMAN",-15.8414323964,NA,-15.179824245,NA,NA,NA,NA,-15.2490168687,-14.8470227853,-14.7383640816,-15.3411354005,-16.5994043904,-15.7445190923,-16.0869481939,-16.4217382436,NA,NA,-16.0212619039,6,2,6,3,3,4,8,8,7,8,7,7,4,2,4,1,2,2,0.668916943521595,0.758490566037736,-0.1556396154,0.0675378289473684,0.430769230769231,0.557988537724999,0.116122507122507,0.181818181818182,0.713628153124999
"sp|P62258|1433E_HUMAN",-16.8583765,-16.4526985154,-16.9562771878,-16.526365969,-16.393741344,-16.6719701566,-17.1126260585,-17.0438543468,-17.0401164199,-17.0172394184,-16.9114509676,-16.4266905711,-15.7203964969,NA,-16.5337654071,-16.485611362,-16.6322748211,NA,5,4,4,5,5,5,5,5,6,7,6,5,5,5,5,5,6,4,0.326300664451827,0.439613526570048,0.282091351583333,0.190050986842105,0.5,-0.300226257024999,0.0392435897435897,0.0666666666666667,-0.582317608608331
"sp|P62263|RS14_HUMAN",NA,NA,NA,NA,NA,NA,-16.3263501639,-15.2322536258,-15.3041677619,-16.3602143539,-15.9748879878,-16.0105523454,NA,NA,NA,NA,NA,NA,1,NA,3,2,NA,1,3,4,3,4,4,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P62266|RS23_HUMAN",-16.4615404889,NA,-16.339367687,NA,NA,NA,-16.4477168104,-16.3878586059,-16.4768163605,-16.3307058816,-16.3149868456,-15.667226151,NA,NA,-16.3231663395,NA,NA,NA,3,2,4,NA,NA,1,3,3,2,1,2,3,NA,NA,2,NA,NA,1,0.643124584717608,0.741312741312741,-0.129568978783333,NA,NA,NA,NA,NA,NA
"sp|P62269|RS18_HUMAN",-16.2874123824,NA,NA,-15.9368793185,NA,NA,-16.6060032661,-16.5210954458,-16.6799382168,-16.6073166699,-16.4987970244,-16.6452911928,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3,2,3,4,2,3,1,1,1,1,1,1,0.108785714285714,0.207407407407407,0.48092778551667,NA,NA,NA,NA,NA,NA
"sp|P62277|RS13_HUMAN",-16.3417990294,NA,NA,-16.0009431833,NA,NA,-16.8506501637,NA,NA,-16.6823836749,-16.6263225462,-16.7780850391,NA,NA,NA,NA,-16.4631737442,NA,3,NA,3,2,2,2,3,2,4,2,3,2,NA,2,1,NA,2,1,0.075156146179402,0.169642857142857,0.562989249624998,NA,NA,NA,NA,NA,NA
"sp|P62280|RS11_HUMAN",NA,-16.2269909594,-16.3696596579,-16.0199517206,-15.95112796,-16.0278625631,-16.6561534299,-16.5781626473,-16.6756669794,NA,-16.5580684626,NA,NA,NA,NA,-16.2497236486,NA,-16.2606711839,2,1,2,1,1,1,2,2,3,1,3,2,1,1,1,1,1,1,0.0970797342192691,0.189393939393939,0.497894307599999,0.428521381578947,0.647959183673469,0.136078844049997,0.0039985754985755,0.0142857142857143,-0.361815463550002
"sp|P62304|RUXE_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.5886696503,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P62312|LSM6_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.8614726427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P62314|SMD1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-15.7547778578,NA,-16.2764867192,-16.4810787662,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P62316|SMD2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-17.7163906741,NA,-17.3247141035,NA,NA,NA,NA,NA,NA,-16.7477638328,1,1,1,1,1,1,1,3,2,2,2,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P62333|PRS10_HUMAN",-17.2556961506,NA,-17.3507434184,NA,NA,NA,-16.3309732984,-16.1930961218,-17.6668100404,-17.5642609301,-16.3040227294,-16.7412050207,NA,-15.8750122094,-16.4048996905,-16.2506336844,-17.7385393435,-16.4139638034,4,NA,2,NA,NA,NA,7,8,6,7,5,6,1,5,4,5,4,4,0.212112956810631,0.320441988950276,-0.503158427700001,0.0884555921052632,0.430769230769231,-0.766610038260001,0.505004273504273,0.615384615384615,-0.263451610560001
"sp|P62424|RL7A_HUMAN",NA,NA,-17.1650190287,-16.6303055718,NA,NA,-17.8359204504,-16.5550253394,-17.7435619536,-17.3757062193,NA,NA,NA,NA,NA,-16.8346170677,-17.0471217449,NA,3,5,3,3,3,5,5,6,6,3,5,3,3,3,3,3,3,3,0.222985049833887,0.32972972972973,0.479891190424997,0.811246710526316,0.8719723183391,0.0432071060500014,0.337068376068376,0.446215139442231,-0.436684084374996
"sp|P62491|RB11A_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.6957381058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P62495|ERF1_HUMAN",NA,NA,NA,NA,NA,NA,NA,-18.1980460893,-18.3025154539,-17.4596934829,NA,-18.4288093983,-17.9767882663,NA,NA,NA,NA,NA,2,NA,2,NA,NA,1,3,3,3,3,2,2,2,1,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P62633|CNBP_HUMAN",-17.1635532729,NA,NA,NA,NA,NA,-17.0194714026,-16.9251548547,-17.1727725517,NA,-17.136208703,-17.1584204502,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P62701|RS4X_HUMAN",-16.8536144516,NA,-16.5715133957,NA,NA,NA,-15.6843233891,-16.1454637916,-16.8588375655,-16.3482766103,-16.2203148489,-17.0509248045,NA,NA,NA,-16.586522796,NA,NA,4,3,5,2,NA,3,8,6,8,7,9,7,2,2,2,2,2,3,0.352353820598007,0.466981132075472,-0.327873755333332,NA,NA,NA,NA,NA,NA
"sp|P62714|PP2AB_HUMAN",NA,NA,NA,NA,NA,NA,-17.6471524385,-17.5683224546,NA,-17.5942726398,NA,NA,NA,NA,-17.2235065973,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P62750|RL23A_HUMAN",NA,NA,NA,NA,NA,NA,-16.9063014869,NA,NA,NA,-16.9030227357,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,3,4,7,6,5,5,3,7,2,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P62760|VISL1_HUMAN",NA,NA,NA,NA,NA,NA,-17.0827810641,-16.93769906,-17.0284092345,-17.0376534658,-16.9570866919,-16.0842273846,NA,NA,NA,-16.6052272516,NA,-16.7210542661,NA,NA,NA,NA,NA,NA,1,2,3,3,1,2,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,0.488782051282051,0.601423487544484,-0.191502057966666
"sp|P62805|H4_HUMAN",-13.1496654578,-15.1227622113,-13.6945896532,-13.56260334,-12.9688444147,-13.5067594838,-15.979457581,-16.0821563708,-15.4292687098,-16.0553960381,-13.65257062,-15.6440272765,-14.148725842,-13.5947347186,-13.7351504792,-13.4975189483,-13.3271640389,-13.2822091348,26,26,26,28,26,31,5,5,19,10,33,26,18,23,23,19,29,23,0.00106312292358804,0,1.80627533923333,0.751320723684211,0.838235294117647,-0.0699535664999988,0.0109216524216524,0.0222222222222222,-1.87622890573333
"sp|P62826|RAN_HUMAN",-16.8945805243,-16.6240922477,NA,-16.4017969986,NA,NA,-17.4003122867,NA,NA,-17.2573403993,-17.1248659471,-16.1753055564,-16.8426749766,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.316370431893688,0.429268292682927,0.349299457175,NA,NA,NA,NA,NA,NA
"sp|P62847|RS24_HUMAN",-16.2039986316,-15.8150425762,-16.1171875879,NA,-15.7773446265,-16.1421389521,-15.1996054079,-15.8501645588,-15.1729786724,-15.0818978208,-15.8100960906,-15.4645831611,-16.1413604125,-16.1705010225,-16.1909484598,NA,-16.2287422154,NA,1,1,1,1,1,1,3,4,2,3,3,3,1,1,1,1,1,1,0.0779983388704319,0.172413793103448,-0.581254856260001,0.289467105263158,0.568027210884354,0.171745552689998,0.0129615384615385,0.0283018867924528,0.753000408949999
"sp|P62851|RS25_HUMAN",NA,-15.8720153548,NA,NA,NA,NA,-16.6327729338,-16.3824202437,NA,NA,NA,NA,NA,-16.1236074959,-16.1456498491,NA,NA,NA,3,2,4,2,1,4,4,4,3,4,4,5,2,2,3,2,2,1,NA,NA,NA,NA,NA,NA,0.0331552706552707,0.0567375886524823,-0.372967916249998
"sp|P62854|RS26_HUMAN",NA,NA,-15.3073601971,-15.3354748218,NA,-15.595218754,-14.9407563003,-15.0394345784,NA,-15.1465147101,-14.8753864756,-14.5879292458,-15.6998496329,-15.4338178221,-15.483194524,NA,NA,NA,2,1,2,1,1,1,2,2,1,2,2,3,1,1,2,2,1,1,0.114455149501661,0.20863309352518,-0.494680328926666,0.448271381578947,0.661691542288557,0.126269402033333,0.0121609686609687,0.0283018867924528,0.62094973096
"sp|P62857|RS28_HUMAN",-15.043405066,NA,-15.2098091158,NA,NA,NA,-15.4402065015,-15.2548586246,-15.2720685834,NA,NA,NA,-14.9088356279,-14.9727323142,-14.9927004308,NA,-15.0013787369,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.46665780730897,0.597402597402597,0.195770812266666,0.256827302631579,0.541666666666667,-0.157695313450001,0.00586039886039886,0.0142857142857143,-0.353466125716666
