"protein_group","abundance_control_1","abundance_control_2","abundance_control_3","abundance_infected_1","abundance_infected_2","abundance_infected_3","number_of_peptides_control_1","number_of_peptides_control_2","number_of_peptides_control_3","number_of_peptides_infected_1","number_of_peptides_infected_2","number_of_peptides_infected_3","differential_abundance_pvalue_control_vs_infected","differential_abundance_qvalue_control_vs_infected","log_ratios_control_vs_infected"
"sp|Q6ZQ38|CAND1_MOUSE",NA,-20.2585017052,NA,NA,NA,-20.3862224947,5,2,NA,2,2,3,NA,NA,NA
"sp|Q6ZWN5|RS9_MOUSE",-17.2505890795,-17.1346059829,NA,-16.1910612199,-17.196357362,NA,12,11,7,12,8,8,0.233277429467085,0.754901960784314,-0.49888824025
"sp|Q6ZWQ7|SPCS3_MOUSE",NA,-17.4980256328,-17.1974855072,NA,NA,-17.6968994446,2,3,3,3,1,2,NA,NA,NA
"sp|Q6ZWX6|IF2A_MOUSE",-18.5773415073,NA,NA,NA,-17.7396075081,NA,3,3,3,5,4,5,NA,NA,NA
"sp|Q78PY7|SND1_MOUSE",-19.8582716782,NA,NA,-19.62732404,NA,-19.7589851442,3,2,2,4,4,6,NA,NA,NA
"sp|Q78ZA7|NP1L4_MOUSE",NA,-18.5949391168,NA,NA,NA,-18.4899464504,3,3,2,2,1,6,NA,NA,NA
"sp|Q7TNV0|DEK_MOUSE",NA,NA,-18.4058678501,NA,-17.4315309756,NA,2,3,4,2,5,5,NA,NA,NA
"sp|Q7TPR4|ACTN1_MOUSE",-16.7736299788,-17.8936983044,-18.0774546484,-19.0107801129,-18.449222239,-19.158856019,30,22,18,15,10,16,0.0112758620689655,0.5,1.29135847976667
"sp|Q7TPV4|MBB1A_MOUSE",-20.6776699127,-19.2113032117,-19.841339192,-20.0517982054,-20.200709739,-20.6698810915,3,3,3,3,2,3,0.321724137931034,0.797385620915033,0.397358906500003
"sp|Q7TSH2|KPBB_MOUSE",NA,NA,NA,NA,-21.0535085329,NA,1,1,1,NA,1,NA,NA,NA,NA
"sp|Q7TSV4|PGM2_MOUSE",-19.2848345154,NA,NA,NA,NA,NA,3,4,3,2,1,3,NA,NA,NA
"sp|Q80TY0|FNBP1_MOUSE",NA,-19.3867957866,-19.0422470785,NA,NA,-19.4208190921,2,3,3,3,3,2,NA,NA,NA
"sp|Q80UG5|SEPT9_MOUSE",NA,-17.9740564889,-17.8600467543,-18.9637912212,-18.8739433138,-19.714440357,5,5,5,4,5,5,0.00965203761755486,0.5,1.26700667573333
"sp|Q80UM7|MOGS_MOUSE",NA,-19.742863599,NA,-19.3864274792,NA,NA,2,3,NA,2,2,2,NA,NA,NA
"sp|Q80VD1|FA98B_MOUSE",NA,NA,NA,NA,-18.792244224,NA,1,1,1,1,1,1,NA,NA,NA
"sp|Q80XU3|NUCKS_MOUSE",NA,NA,-17.633648187,-17.6641391993,-17.8442950079,NA,1,1,1,2,2,1,NA,NA,NA
"sp|Q8BFR5|EFTU_MOUSE",-17.3100532548,NA,-18.6763329034,NA,-18.6065270826,NA,4,6,3,3,4,3,NA,NA,NA
"sp|Q8BG05|ROA3_MOUSE",NA,NA,NA,NA,NA,-17.9659726166,4,3,2,6,2,5,NA,NA,NA
"sp|Q8BG32|PSD11_MOUSE",NA,-18.4593217219,-18.0479630415,-19.1327234006,-19.1112183083,-19.0558791892,3,2,2,4,4,4,0.0447021943573668,0.56,0.846297917666664
"sp|Q8BGB5|LIMD2_MOUSE",NA,NA,NA,-17.0518800296,NA,NA,3,2,2,4,2,4,NA,NA,NA
"sp|Q8BH04|PCKGM_MOUSE",NA,NA,NA,NA,NA,-19.2555062947,1,2,NA,NA,1,2,NA,NA,NA
"sp|Q8BH59|S2512_MOUSE",NA,-19.4153363111,NA,NA,-19.1163655385,-19.2845134508,6,5,3,5,3,5,NA,NA,NA
"sp|Q8BH61|F13A_MOUSE",NA,NA,NA,NA,NA,-20.0364018797,2,1,1,2,1,2,NA,NA,NA
"sp|Q8BHD7|PTBP3_MOUSE",NA,-19.6759051922,NA,NA,NA,NA,7,4,2,6,7,6,NA,NA,NA
"sp|Q8BIQ5|CSTF2_MOUSE",NA,NA,NA,-19.189048811,NA,-19.5152035783,1,1,NA,2,1,2,NA,NA,NA
"sp|Q8BJ71|NUP93_MOUSE",-19.5944703314,NA,-19.6336701964,-19.4437703288,-19.6167910017,NA,1,1,1,2,2,3,0.781186520376176,0.929712460063898,-0.0837895986500001
"sp|Q8BJS4|SUN2_MOUSE",-18.4263460777,NA,NA,-19.3629646649,-18.4538581113,-19.6006308826,3,2,2,2,3,3,NA,NA,NA
"sp|Q8BJY1|PSMD5_MOUSE",-18.8880128719,-19.3270965596,NA,-18.7501767535,-18.8881275167,NA,1,3,NA,2,1,2,0.428300940438871,0.81875,-0.288402580650001
"sp|Q8BK64|AHSA1_MOUSE",NA,NA,NA,NA,-18.3073160012,-18.6690415252,NA,NA,NA,1,2,1,NA,NA,NA
"sp|Q8BK67|RCC2_MOUSE",-18.9499106084,-19.2634351249,NA,-19.1993249317,-18.1625664999,-18.044254337,3,5,8,2,7,5,0.141675548589342,0.709677419354839,-0.637957610450002
"sp|Q8BL97|SRSF7_MOUSE",-17.6091191168,-17.3229035727,-17.2673828773,NA,-17.3750533084,-17.6040902264,5,4,2,4,4,6,0.769271159874608,0.929712460063898,0.0897699118000013
"sp|Q8BLF1|NCEH1_MOUSE",NA,NA,NA,-20.5880896005,NA,-20.4501292983,NA,2,NA,1,NA,1,NA,NA,NA
"sp|Q8BML9|SYQ_MOUSE",NA,NA,NA,NA,NA,-19.826428241,NA,NA,NA,1,NA,3,NA,NA,NA
"sp|Q8BMS1|ECHA_MOUSE",-18.7210627312,-19.4658285538,-17.3913154397,-19.3383238647,-17.5682989232,-18.7687693668,4,3,6,7,7,7,0.882630094043887,0.929712460063898,0.032395143333332
"sp|Q8BP67|RL24_MOUSE",NA,NA,NA,NA,-17.0390265482,NA,7,4,1,5,5,5,NA,NA,NA
"sp|Q8BTM8|FLNA_MOUSE",-18.3428631091,-19.6012478704,-19.2037415906,-17.7746266272,-19.7015429376,-18.2403774839,34,28,25,32,22,34,0.268148902821317,0.758928571428571,-0.477101840466666
"sp|Q8BVK9|SP110_MOUSE",NA,-19.1590087601,-18.8064300886,NA,-18.9429370007,-19.2939608081,3,4,3,2,3,3,0.680141065830721,0.926530612244898,0.135729480049996
"sp|Q8BYW1|RHG25_MOUSE",NA,-19.5733873988,NA,NA,-19.060323638,NA,3,2,2,3,2,3,NA,NA,NA
"sp|Q8C129|LCAP_MOUSE",NA,NA,NA,NA,-20.130683323,-19.9974234302,2,4,3,1,3,3,NA,NA,NA
"sp|Q8C166|CPNE1_MOUSE",-19.3913198601,-19.4779134758,NA,-19.0345733721,-19.5932225893,NA,3,3,3,4,5,5,0.71055329153605,0.926530612244898,-0.120718687250005
"sp|Q8C2Q3|RBM14_MOUSE",-19.4611608877,-19.4361313259,NA,-19.4247944099,NA,-19.4394624976,1,2,1,2,1,4,0.90437460815047,0.929712460063898,-0.0165176530499984
"sp|Q8C3J5|DOCK2_MOUSE",NA,-20.9636084353,NA,-21.017340518,-21.0503536849,NA,3,4,3,3,2,5,NA,NA,NA
"sp|Q8CCS6|PABP2_MOUSE",-18.5235818194,NA,NA,NA,NA,NA,2,NA,1,1,2,1,NA,NA,NA
"sp|Q8CDN6|TXNL1_MOUSE",NA,NA,NA,NA,NA,-18.3694716285,2,NA,NA,1,1,1,NA,NA,NA
"sp|Q8CGC7|SYEP_MOUSE",-20.7105139176,-20.3582599678,NA,-20.3679543212,-20.3263538071,-20.3913448367,3,3,1,2,2,3,0.604769592476489,0.908256880733945,-0.172502621033335
"sp|Q8CGF7|TCRG1_MOUSE",-20.1186805063,NA,NA,-20.0919286959,-20.0602027991,-20.2157407574,2,1,2,2,1,3,NA,NA,NA
"sp|Q8CGP5|H2A1F_MOUSE",NA,NA,NA,NA,-16.9957592253,NA,34,42,25,NA,27,37,NA,NA,NA
"sp|Q8CI94|PYGB_MOUSE",-19.3478657792,NA,-18.2204793995,-18.3910818271,-19.0946179464,-19.3145409877,6,5,3,5,3,3,0.676633228840125,0.926530612244898,0.149240997716667
"sp|Q8CIE6|COPA_MOUSE",-20.3556729333,NA,NA,-19.7467345461,-19.734982552,-20.199997172,3,2,4,5,3,4,NA,NA,NA
"sp|Q8JZQ9|EIF3B_MOUSE",NA,-20.0547763544,NA,NA,-19.8589948432,NA,9,5,4,10,4,8,NA,NA,NA
"sp|Q8K003|TMA7_MOUSE",NA,NA,NA,NA,NA,-16.2521783211,2,2,3,1,1,3,NA,NA,NA
"sp|Q8K019|BCLF1_MOUSE",-20.167216839,NA,NA,NA,NA,NA,2,1,1,1,1,1,NA,NA,NA
"sp|Q8K1B8|URP2_MOUSE",-19.2997196038,NA,NA,NA,-18.9151280369,NA,4,4,5,6,7,8,NA,NA,NA
"sp|Q8K1I7|WIPF1_MOUSE",NA,NA,NA,-19.093795615,-19.0579026219,NA,3,2,2,4,2,4,NA,NA,NA
"sp|Q8K2B3|SDHA_MOUSE",NA,-19.2086990452,-18.9185961321,-19.0515163894,NA,NA,5,5,3,3,2,2,NA,NA,NA
"sp|Q8K310|MATR3_MOUSE",NA,NA,NA,-20.3533517741,NA,NA,6,4,3,2,2,5,NA,NA,NA
"sp|Q8K426|RETNG_MOUSE",-16.649381438,-16.7536182485,NA,-16.4892770068,-17.0467502692,NA,1,1,1,1,1,1,0.817739811912226,0.929712460063898,0.0665137947500014
"sp|Q8K4Z5|SF3A1_MOUSE",NA,NA,NA,NA,-19.5683925496,NA,1,2,2,2,2,4,NA,NA,NA
"sp|Q8QZT1|THIL_MOUSE",-18.0350083791,-17.8148082609,-17.6643061299,-17.8208098453,NA,-18.0410758524,5,4,2,4,1,4,0.763550156739812,0.929712460063898,0.0929019255500023
"sp|Q8QZY1|EIF3L_MOUSE",NA,-19.0177461326,-18.7882380737,-18.8012907029,-18.8030770648,NA,2,3,3,2,2,2,0.743694357366771,0.929712460063898,-0.100808219299999
"sp|Q8QZZ7|TPRKB_MOUSE",NA,-17.6493145955,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA
"sp|Q8R050|ERF3A_MOUSE",-19.6023024485,NA,NA,NA,NA,NA,2,1,NA,1,1,2,NA,NA,NA
"sp|Q8R081|HNRPL_MOUSE",NA,-18.1399406905,-18.1011446047,-17.771451707,-17.1978624344,-18.0765347123,11,10,13,11,11,11,0.264391849529781,0.758928571428571,-0.438593029700002
"sp|Q8R1B4|EIF3C_MOUSE",-20.28823291,-19.949959055,NA,NA,NA,NA,9,9,4,7,9,7,NA,NA,NA
"sp|Q8R2S8|CD177_MOUSE",NA,-18.6067290138,-19.5331598436,NA,-19.6044200076,NA,6,5,3,4,6,3,NA,NA,NA
"sp|Q8R326|PSPC1_MOUSE",NA,-18.9022220256,NA,NA,NA,-18.8635241863,1,1,2,1,1,1,NA,NA,NA
"sp|Q8R550|SH3K1_MOUSE",NA,-19.4233646386,NA,NA,NA,NA,2,4,2,1,2,NA,NA,NA,NA
"sp|Q8VBT0|TMX1_MOUSE",NA,-17.8729654583,NA,-17.7837962076,NA,-17.9522371076,1,1,NA,1,NA,1,NA,NA,NA
"sp|Q8VCI0|PLBL1_MOUSE",-18.5160627975,-19.3329949016,-19.2724038085,-19.1613723318,NA,-19.4698778072,3,3,2,1,1,2,0.462330721003135,0.827777777777778,0.275137900300003
"sp|Q8VCM7|FIBG_MOUSE",-18.8653529169,-18.5765487928,-18.334529538,-18.936539858,-18.7136361358,-18.7617952352,5,4,4,3,3,6,0.546391849529781,0.875621890547264,0.211846660433334
"sp|Q8VCQ6|SMS1_MOUSE",-21.2196784491,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q8VCT3|AMPB_MOUSE",NA,NA,NA,-19.1713553882,NA,-19.4651140914,2,1,NA,2,NA,2,NA,NA,NA
"sp|Q8VDD5|MYH9_MOUSE",-17.5606799846,-17.7317261605,-17.342837988,-17.509913389,-17.6920892714,-17.3739708456,60,66,55,51,54,62,0.899390282131661,0.929712460063898,-0.0197568757000006
"sp|Q8VDM4|PSMD2_MOUSE",-19.7046284491,-20.0708833425,-19.3732340569,-19.3964353953,-19.3909675476,-19.6014279134,4,3,3,6,4,6,0.480586206896552,0.827777777777778,-0.253304997400001
"sp|Q8VDM6|HNRL1_MOUSE",-19.6535671594,NA,NA,-19.371795295,NA,-20.0020481481,3,2,NA,2,2,2,NA,NA,NA
"sp|Q8VDN2|AT1A1_MOUSE",-20.0667392602,NA,NA,NA,NA,NA,4,5,2,2,2,2,NA,NA,NA
"sp|Q8VDW0|DX39A_MOUSE",NA,NA,NA,-19.1646670863,-18.9752110639,-18.6732475722,12,13,9,2,1,16,NA,NA,NA
"sp|Q8VE70|PDC10_MOUSE",NA,-16.5741507184,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,NA,NA
"sp|Q8VED5|K2C79_MOUSE",NA,NA,-18.5869571124,-18.8261519396,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA
"sp|Q8VEH3|ARL8A_MOUSE",-17.9148644563,NA,NA,NA,NA,NA,2,2,2,0,2,2,NA,NA,NA
"sp|Q8VEK3|HNRPU_MOUSE",-18.3496397978,NA,NA,NA,-19.8360219432,-20.7777210934,12,10,11,9,12,13,NA,NA,NA
"sp|Q8VEM8|S25A3_MOUSE",NA,-18.6018567391,-18.2920368483,NA,-18.2508093633,-18.409080409,4,5,4,2,3,3,0.709951410658307,0.926530612244898,-0.117001907549998
"sp|Q8VH51|RBM39_MOUSE",NA,NA,NA,-19.1160351566,NA,-19.4458452715,2,4,1,3,3,2,NA,NA,NA
"sp|Q8VIJ6|SFPQ_MOUSE",-17.4851648377,-17.7294062299,-18.7249036068,-17.5621564081,-17.3161295064,-17.4907793557,6,4,5,6,6,9,0.203824451410658,0.741573033707865,-0.523469801400001
"sp|Q91V12|BACH_MOUSE",NA,NA,NA,NA,NA,-18.8076302029,1,NA,NA,NA,NA,1,NA,NA,NA
"sp|Q91V92|ACLY_MOUSE",NA,NA,NA,NA,-19.8493385551,NA,3,1,1,2,2,3,NA,NA,NA
"sp|Q91VC3|IF4A3_MOUSE",-18.0465022095,-18.6661647698,-18.2360223993,-18.0577613326,-17.2931871085,-18.2732803854,4,6,5,4,6,5,0.262115987460815,0.758928571428571,-0.441486850700002
"sp|Q91VD9|NDUS1_MOUSE",NA,NA,NA,NA,NA,-19.6343382674,2,NA,2,4,1,4,NA,NA,NA
"sp|Q91VI7|RINI_MOUSE",-18.8660851118,-17.6071119528,NA,NA,-18.7055295662,-18.7312030891,7,7,5,6,7,8,0.256114420062696,0.758928571428571,0.481767795349999
"sp|Q91VM5|RMXL1_MOUSE",NA,NA,NA,NA,NA,-18.7720337131,2,2,1,3,1,3,NA,NA,NA
"sp|Q91VR2|ATPG_MOUSE",-17.9935689779,-16.7162430358,NA,-17.6211596379,-17.7600315443,-16.8700489379,5,5,4,5,5,5,0.829747648902821,0.929712460063898,0.0621740331833323
"sp|Q91VR5|DDX1_MOUSE",NA,-19.4602453202,NA,NA,NA,NA,2,2,1,2,3,2,NA,NA,NA
"sp|Q91W90|TXND5_MOUSE",NA,NA,NA,-18.8883311281,-18.8691647126,NA,3,3,NA,2,2,2,NA,NA,NA
"sp|Q91WD5|NDUS2_MOUSE",NA,-19.2144394311,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
"sp|Q91WJ8|FUBP1_MOUSE",-19.1723768339,NA,-18.6952858757,NA,-18.9038665981,-18.3518866945,7,5,5,3,5,6,0.417951410658307,0.814102564102564,-0.3059547085
"sp|Q91WN1|DNJC9_MOUSE",NA,NA,NA,-18.0598495141,NA,NA,5,3,3,3,3,4,NA,NA,NA
"sp|Q91YQ5|RPN1_MOUSE",-17.8551129302,-17.3460163341,-17.4376011711,-16.7145939957,-17.4343175579,-18.1399661628,8,7,8,10,11,8,0.730155172413793,0.929712460063898,-0.116617573000003
"sp|Q91YT0|NDUV1_MOUSE",NA,NA,NA,-18.7386436021,NA,NA,1,2,2,2,2,1,NA,NA,NA
"sp|Q921F2|TADBP_MOUSE",-16.6810805289,-17.3774204097,-16.6250625435,-18.1479816228,-17.3191457055,-16.8363486814,8,5,5,6,4,5,0.198884012539185,0.741573033707865,0.539970842533332
"sp|Q921M3|SF3B3_MOUSE",NA,-20.1636783601,-18.214676608,-18.7356729966,-18.3775568399,-18.6889658151,11,9,8,9,9,10,0.195548589341693,0.741573033707865,-0.588445600183331
"sp|Q921M7|CYRIB_MOUSE",-18.592144022,NA,-18.181828733,NA,NA,NA,3,3,2,4,4,3,NA,NA,NA
"sp|Q922B2|SYDC_MOUSE",-18.9664454822,-18.9283087779,-18.6512806656,NA,-17.8993532507,NA,3,3,5,6,4,4,NA,NA,NA
"sp|Q922D8|C1TC_MOUSE",-18.8597690863,-19.8092691398,-19.2243073172,-19.9029487761,-19.350941318,-18.3074813144,3,3,2,4,5,5,0.749192789968652,0.929712460063898,-0.110658044933334
"sp|Q922Q8|LRC59_MOUSE",-18.8413501272,NA,NA,NA,NA,NA,2,4,2,5,4,5,NA,NA,NA
"sp|Q922V4|PLRG1_MOUSE",NA,NA,NA,NA,-18.7649644891,NA,1,NA,NA,1,1,1,NA,NA,NA
"sp|Q93092|TALDO_MOUSE",-17.440295385,-17.0905242972,NA,NA,NA,NA,10,9,8,10,8,8,NA,NA,NA
"sp|Q99020|ROAA_MOUSE",NA,NA,NA,-18.3853391041,NA,NA,6,7,5,8,5,10,NA,NA,NA
"sp|Q99JF8|PSIP1_MOUSE",NA,NA,NA,NA,NA,-19.124748825,0,NA,3,3,NA,3,NA,NA,NA
"sp|Q99JR1|SFXN1_MOUSE",NA,NA,NA,NA,NA,-18.4151021376,NA,NA,NA,NA,NA,1,NA,NA,NA
"sp|Q99JX3|GORS2_MOUSE",-19.5810143449,-19.1800065822,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA
"sp|Q99JY0|ECHB_MOUSE",-17.5036896373,-19.237622873,-18.5632854935,-17.0831829924,-16.7344399359,-18.5794345183,7,6,6,8,8,7,0.0507257053291536,0.583333333333333,-0.969180185733332
"sp|Q99JY3|GIMA4_MOUSE",-17.2645133307,-16.30433609,-16.320620999,-18.1877731209,-16.5315682026,-16.5498422907,7,8,4,5,6,8,0.27819592476489,0.763157894736842,0.459904398166668
"sp|Q99JY9|ARP3_MOUSE",-17.5918519543,-16.6571487937,NA,-17.3443258596,-16.9942508356,-17.0870945253,14,13,14,14,15,13,0.906233542319749,0.929712460063898,0.0173900328333332
"sp|Q99JZ0|SDCB2_MOUSE",NA,NA,NA,-20.2706667329,NA,-19.5615713076,NA,1,NA,1,NA,1,NA,NA,NA
"sp|Q99KI0|ACON_MOUSE",-19.4515258573,-19.3063107382,-18.0264660916,-19.1887576757,-19.4510326518,-19.5172090997,7,6,6,6,6,7,0.260865203761755,0.758928571428571,0.457565580033336
"sp|Q99KK7|DPP3_MOUSE",-18.4494814971,-19.6275577682,-19.5141017998,-19.3849087151,NA,NA,3,5,2,3,2,3,NA,NA,NA
"sp|Q99KP6|PRP19_MOUSE",NA,NA,-18.5459382078,NA,-18.6259576816,-18.7899461177,2,NA,3,1,2,5,NA,NA,NA
"sp|Q99L27|GMPR2_MOUSE",-18.3032486325,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q99L45|IF2B_MOUSE",NA,NA,NA,NA,-18.3858752245,-18.3818445488,NA,1,NA,3,1,3,NA,NA,NA
"sp|Q99L47|F10A1_MOUSE",-18.4886371452,NA,NA,NA,NA,NA,4,3,1,3,1,3,NA,NA,NA
"sp|Q99LB6|MAT2B_MOUSE",NA,NA,NA,-18.0481926873,-18.1717900132,NA,2,2,1,1,1,1,NA,NA,NA
"sp|Q99LX0|PARK7_MOUSE",NA,-17.3223943013,NA,NA,NA,NA,4,6,5,4,4,3,NA,NA,NA
"sp|Q99LY9|NDUS5_MOUSE",NA,NA,NA,-16.5933791983,NA,NA,1,1,NA,1,1,1,NA,NA,NA
"sp|Q99MN1|SYK_MOUSE",-19.5087181516,NA,NA,-19.2326086978,NA,-19.1692766675,2,2,NA,1,1,5,NA,NA,NA
"sp|Q99MR6|SRRT_MOUSE",NA,-19.8380751368,NA,NA,NA,NA,5,5,3,5,3,7,NA,NA,NA
"sp|Q99N69|LPXN_MOUSE",NA,NA,NA,NA,-18.5733037273,-18.5707162255,1,1,NA,1,1,1,NA,NA,NA
"sp|Q99NB9|SF3B1_MOUSE",-20.1276317397,NA,-20.4938258395,-20.4994786134,-20.2894307523,-20.2733525844,5,4,2,4,3,3,0.854432601880878,0.929712460063898,0.0433585271000005
"sp|Q99PT1|GDIR1_MOUSE",-17.4463910191,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"sp|Q99PV0|PRP8_MOUSE",NA,NA,NA,NA,NA,-20.4604400398,6,7,3,10,6,11,NA,NA,NA
"sp|Q9CPR4|RL17_MOUSE",NA,-17.0477320775,-16.1914748169,-17.0283667283,NA,-17.4270828587,5,2,5,3,5,2,0.156556426332288,0.73134328358209,0.608121346300003
"sp|Q9CPU0|LGUL_MOUSE",-17.2980442552,NA,NA,NA,NA,NA,3,3,2,1,3,2,NA,NA,NA
"sp|Q9CQ48|NUDC2_MOUSE",NA,NA,NA,-17.6122236234,NA,-17.6866516291,NA,NA,NA,1,NA,1,NA,NA,NA
"sp|Q9CQ60|6PGL_MOUSE",-18.001229399,NA,NA,NA,NA,-18.0314128636,1,2,1,3,1,2,NA,NA,NA
"sp|Q9CQ92|FIS1_MOUSE",-17.7884065707,-16.5181933241,NA,NA,NA,-17.5341248951,2,3,2,2,2,3,NA,NA,NA
"sp|Q9CQI3|GMFB_MOUSE",NA,NA,-16.6095214047,NA,NA,NA,1,2,1,2,2,2,NA,NA,NA
"sp|Q9CQI6|COTL1_MOUSE",-15.2505150873,-14.9520180817,-14.6781604893,-15.0946205874,-15.4135756104,-15.4237800919,11,11,10,10,10,12,0.346264890282132,0.797385620915033,0.350427543799999
"sp|Q9CQM5|TXD17_MOUSE",-16.9161520795,-16.9223196594,-16.5917543755,-16.7701041946,-16.9803991332,-17.1926317537,2,2,2,2,1,2,0.610841692789969,0.908256880733945,0.170969655699999
"sp|Q9CQM9|GLRX3_MOUSE",NA,-18.5437248695,NA,NA,NA,NA,2,1,1,2,1,2,NA,NA,NA
"sp|Q9CQN6|TM14C_MOUSE",NA,NA,NA,NA,-16.9132618493,NA,1,NA,1,NA,2,1,NA,NA,NA
"sp|Q9CQQ7|AT5F1_MOUSE",-18.1291570631,NA,NA,NA,NA,NA,4,3,2,2,1,1,NA,NA,NA
"sp|Q9CQR2|RS21_MOUSE",NA,-15.9445685247,-15.7557920719,-15.8225323793,-15.8015334658,NA,1,2,2,2,2,1,0.86174921630094,0.929712460063898,-0.0381473757500004
"sp|Q9CQS8|SC61B_MOUSE",NA,NA,NA,NA,-16.7329436559,NA,1,1,1,1,1,1,NA,NA,NA
"sp|Q9CQV8|1433B_MOUSE",-17.7353413184,-16.5962576062,-17.4698045118,NA,-16.5391307073,NA,10,10,7,7,6,11,NA,NA,NA
"sp|Q9CQW2|ARL8B_MOUSE",NA,NA,NA,NA,-17.3120243642,NA,NA,NA,NA,2,3,NA,NA,NA,NA
"sp|Q9CR16|PPID_MOUSE",-18.517834085,NA,NA,NA,NA,-18.437055927,2,2,3,4,4,2,NA,NA,NA
"sp|Q9CR57|RL14_MOUSE",-16.1687568173,-16.1480775561,-16.7821334915,-16.8996203755,-16.8662858649,-16.3511982464,5,5,3,4,4,6,0.365299373040752,0.797385620915033,0.339378873966666
"sp|Q9CR62|M2OM_MOUSE",-18.3546169836,-18.0555038611,NA,NA,-18.1377731179,NA,3,3,1,3,2,2,NA,NA,NA
"sp|Q9CR67|TMM33_MOUSE",NA,-17.752000738,-17.4179570473,NA,-17.7195663553,NA,1,1,1,1,1,NA,NA,NA,NA
"sp|Q9CRB2|NHP2_MOUSE",NA,NA,-16.8564916598,-17.0815297629,-16.7418834281,-17.2684478496,1,1,1,1,1,1,NA,NA,NA
"sp|Q9CS42|PRPS2_MOUSE",NA,NA,-17.5513127895,-17.7526402848,NA,NA,2,1,1,1,1,1,NA,NA,NA
"sp|Q9CSN1|SNW1_MOUSE",-18.0844235015,NA,NA,NA,NA,-19.0721122692,2,1,1,1,1,2,NA,NA,NA
"sp|Q9CU62|SMC1A_MOUSE",NA,NA,-19.9472784349,NA,-20.0058263948,-19.2361883906,6,6,5,3,4,6,NA,NA,NA
"sp|Q9CVB6|ARPC2_MOUSE",-17.1328158046,-17.9198443335,NA,-16.9336908229,-18.2242399593,-16.6613201934,7,6,8,5,5,7,0.534336990595611,0.862244897959184,-0.253246410516663
"sp|Q9CW03|SMC3_MOUSE",NA,NA,NA,-20.5679865998,NA,NA,1,2,NA,1,2,2,NA,NA,NA
"sp|Q9CWJ9|PUR9_MOUSE",NA,NA,NA,-17.9251342221,NA,-18.3865821074,4,4,4,5,4,3,NA,NA,NA
"sp|Q9CWK8|SNX2_MOUSE",NA,NA,-18.5920550721,-18.6306428248,NA,-19.2389025505,4,5,3,4,4,5,NA,NA,NA
"sp|Q9CWL8|CTBL1_MOUSE",NA,NA,NA,NA,NA,-19.4700792204,1,1,NA,1,2,1,NA,NA,NA
"sp|Q9CWZ3|RBM8A_MOUSE",-17.5413743889,-17.0289053487,-17.2777662736,-17.3905029948,-17.0209957153,NA,2,2,2,1,2,1,0.796890282131661,0.929712460063898,-0.0769326486833357
"sp|Q9CXY6|ILF2_MOUSE",-19.1028932097,NA,NA,-17.9894834884,NA,NA,2,2,1,1,1,3,NA,NA,NA
"sp|Q9CY58|SERB1_MOUSE",-18.6743122966,NA,NA,NA,NA,NA,5,4,2,4,3,6,NA,NA,NA
"sp|Q9CY66|GAR1_MOUSE",-17.6450975018,-17.4988966834,-17.5522062603,-17.391005084,NA,NA,2,2,2,2,NA,2,NA,NA,NA
"sp|Q9CYZ2|TPD54_MOUSE",NA,-17.648824121,NA,NA,NA,-17.8873443487,2,2,1,2,1,3,NA,NA,NA
"sp|Q9CZ13|QCR1_MOUSE",NA,-19.0025271839,-17.8798296289,-19.0493334401,-18.8421378959,-19.1554503559,3,3,3,2,4,2,0.172669278996865,0.741573033707865,0.574462157566668
"sp|Q9CZ44|NSF1C_MOUSE",-17.2855940685,-17.1983694742,-16.5463749677,-17.0271680002,-17.3183921215,-16.8422985864,4,4,4,4,5,5,0.839891849529781,0.929712460063898,0.0525067325666662
"sp|Q9CZM2|RL15_MOUSE",NA,NA,NA,-18.1441236702,NA,-18.3416456926,5,5,5,5,3,6,NA,NA,NA
"sp|Q9CZN7|GLYM_MOUSE",NA,NA,NA,NA,NA,-18.9041237624,4,3,2,3,4,4,NA,NA,NA
"sp|Q9CZU6|CISY_MOUSE",-17.2130849173,-16.93310833,-17.0286288555,-17.6248547305,-16.7676616767,-17.0603242218,6,7,6,8,8,6,0.768954545454545,0.929712460063898,0.0926728420666656
"sp|Q9CZW5|TOM70_MOUSE",NA,-19.2673225496,NA,NA,NA,-19.4209021796,NA,1,1,1,NA,1,NA,NA,NA
"sp|Q9CZX8|RS19_MOUSE",NA,NA,NA,-16.6067043663,-16.5021240041,-16.8823397497,8,5,4,6,5,6,NA,NA,NA
"sp|Q9D0D5|T2EA_MOUSE",NA,NA,NA,-19.7909322204,NA,-20.5326607719,NA,1,NA,2,NA,2,NA,NA,NA
"sp|Q9D0E1|HNRPM_MOUSE",-18.7523181244,-19.1325964652,-18.1446796189,-17.9478682005,-17.7953364695,-18.6919657217,10,12,11,14,12,12,0.199509404388715,0.741573033707865,-0.5314746056
