"protein_group","number_of_peptides_control_1","number_of_peptides_cystitis_1","number_of_peptides_cystitis_2","number_of_peptides_cystitis_3","number_of_peptides_high grade_1","number_of_peptides_high grade_2","number_of_peptides_cystitis_4","number_of_peptides_high grade_3","number_of_peptides_high grade_4","number_of_peptides_control_2","number_of_peptides_high grade_5","number_of_peptides_cystitis_5","number_of_peptides_high grade_6","number_of_peptides_high grade_7","number_of_peptides_cystitis_6","number_of_peptides_high grade_8","number_of_peptides_high grade_9","number_of_peptides_cystitis_7","number_of_peptides_high grade_10","number_of_peptides_control_3","abundance_control_1","abundance_control_2","abundance_control_3","abundance_cystitis_1","abundance_cystitis_2","abundance_cystitis_3","abundance_cystitis_4","abundance_cystitis_5","abundance_cystitis_6","abundance_cystitis_7","abundance_high grade_1","abundance_high grade_2","abundance_high grade_3","abundance_high grade_4","abundance_high grade_5","abundance_high grade_6","abundance_high grade_7","abundance_high grade_8","abundance_high grade_9","abundance_high grade_10","log_fold_change_genotypecystitis.genotypecontrol.","differential_abundance_pvalue_genotypecystitis.genotypecontrol.","differential_abundance_qvalue_genotypecystitis.genotypecontrol.","log_fold_change_genotypehigh.grade.genotypecontrol.","differential_abundance_pvalue_genotypehigh.grade.genotypecontrol.","differential_abundance_qvalue_genotypehigh.grade.genotypecontrol."
"P61923",NA,NA,NA,2,2,3,3,2,2,2,2,2,2,2,NA,2,2,2,2,2,15.4904099014504,15.9761410326549,16.4223484036989,16.4333188233497,17.4351952178268,16.9753115112238,17.3158632956506,17.786258508528,15.7854211527704,17.9725967246616,18.5126545380518,16.1635541317556,16.7656904058697,16.2447577090465,17.6072849684147,17.973885390269,17.0369666973627,17.9621311939607,16.9815880543998,17.3230202277675,-0.0855650801983441,0.519040303091161,1,0.0090058925234854,0.942738578392196,1
"P09960",6,7,13,2,2,5,7,5,9,6,6,9,5,3,5,4,7,10,7,6,14.9962169406686,14.8760672859129,14.8666742437861,15.1643807260746,17.3447475430341,15.2964183211393,15.9713397771557,16.6166686309455,15.0154994435562,16.7219708218504,16.2625221603757,15.2076778897429,15.4821636216322,15.5297398344708,15.9830543924994,16.1987006787925,15.2961580448261,15.9571280865119,15.4688900739629,16.1709445297755,2.51698037014067e-10,0.999993015530046,1,-2.21451619972475e-09,0.9999358585708,1
"P47897",9,9,9,9,8,10,13,8,4,10,3,4,9,6,3,7,7,6,8,9,15.7310942847527,15.7969694593165,15.550228175376,15.7613222941878,16.9714605057108,17.2288393690461,17.1512085711275,16.6992545059767,14.8619225574591,16.8211031340397,17.7844100396037,16.4935900084696,16.4573360877332,15.1576842071125,15.9558288596603,17.7007671006815,16.2486569733819,16.3252509086073,15.9126540736513,16.8020766205999,-3.23694602724855e-11,0.999993945048384,1,-3.02385842418806e-11,0.999994044257839,1
"Q8NFV4",1,1,3,1,1,1,NA,NA,NA,1,NA,2,NA,4,NA,NA,NA,1,NA,1,14.2604784870729,14.3025390595875,14.1959235437232,15.0924446824638,16.1771536559535,15.5061326720699,14.6230010890144,16.1938914925981,NA,15.0692724136497,16.4557377337635,14.5311292875171,14.9584742690438,13.3717778905482,14.0419967547244,NA,16.720796594641,13.3158946825083,14.1191646216056,14.2843924436651,-0.00645049958572742,0.995834862336633,1,-0.0752664727951841,0.9500414307788,1
"Q07960",6,4,5,4,7,4,8,6,5,5,4,4,5,7,3,5,6,5,3,4,16.1703526063885,16.1783176192211,16.3913988408699,16.0339361646581,17.4042496944553,17.3773858911079,16.9582108360677,17.8338160614654,16.0398499655443,17.5761036413486,17.453277251219,15.7098847048564,16.743577139496,15.5091866654276,15.9683298244693,17.3276921066081,17.8340389424964,17.3954814294583,17.0242127296771,16.7993253667755,-0.0987541078492203,0.600485740689689,1,-0.196268785504437,0.277938242162375,1
"P60900",5,5,5,5,4,5,5,6,5,5,5,6,6,4,2,5,5,5,6,4,17.1975831789078,17.3763374354021,17.1971857886174,17.2819518667325,18.4735875940355,18.2576468679769,18.4337170828108,18.3864858799619,16.7959351203288,18.2684217349206,18.6389585333669,16.8759244669084,17.3805032660393,17.3753528109771,18.1686053801091,18.1386067720554,17.4739833359693,18.3084307127873,17.2844107990621,18.1644285654239,-0.210990490651532,0.240422381235502,1,-0.367152797377697,0.0342331668015728,0.346879247369442
"Q92945",7,6,4,6,6,8,10,7,4,7,2,9,9,3,4,4,6,6,7,5,15.4115594204479,15.1255818206357,15.2082910315604,15.1675244555841,16.120489045807,15.4492755392429,16.8614920115249,16.5013420129086,14.3622904188895,16.2453229812325,16.4696744728117,15.5827288561794,15.9768124516453,14.7836772451732,15.7149469578597,17.0143656862572,15.4567832388484,16.1208736891184,15.9975437222185,16.2198692232461,-2.76979218565434e-11,0.999991735788864,1,-2.2221685659226e-11,0.99999294895676,1
"Q14157",2,2,4,NA,1,4,6,4,3,3,2,3,3,NA,NA,2,3,3,4,2,14.1460415650101,14.519267372626,14.8347203835041,14.6080151430273,15.8608705178127,15.4174741813248,16.4435317888058,15.8076497390022,14.9733733612977,16.3575253789695,16.1782681062718,15.4351257046221,15.5230858540974,15.0619411954974,16.3751794385529,16.4717681476928,14.0489188869621,16.7117183159662,16.2199752929494,16.2507284674023,1.66815215750178e-16,0.999999992690104,1,4.61634021210278e-16,0.999999978651049,1
"Q9BRF8",NA,NA,3,NA,NA,NA,2,NA,1,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,15.2770793469415,NA,16.492150831082,14.5811501690551,12.5293230234247,13.1978584557414,NA,NA,NA,NA,NA,16.1443640842758,NA,15.6994728923231,NA,NA,NA,NA,NA,NA,NA,NA
"Q16513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,12.8628957502319,NA,NA,12.9687722184712,15.0585080140354,NA,13.0172550541405,14.7270990154225,NA,14.8646974106729,NA,13.8547435428351,14.5126014166089,13.6509030629188,NA,NA,NA,NA,14.0079283774421,13.9907861900248,2.42433375247702e-11,0.999995843576126,1,2.60992962728668e-11,0.999995694294295,1
"P07814",15,15,22,11,13,14,23,15,14,13,5,13,17,3,3,9,19,14,18,12,14.8834034051389,14.7986968263815,15.0910398502578,14.9539565528684,16.3520698280922,16.3495723364182,16.2791698098781,16.1716770184794,14.328263963394,16.2978671662176,16.9006693604411,15.3700960181657,15.5187071839509,14.8977565779982,15.3403400318398,16.9497156592255,15.4626054285255,15.8779139918263,16.1869243168619,16.2081715600121,-6.14846542398993e-19,0.999999999103982,1,-3.83546441385687e-19,0.99999999940638,1
"O43242",3,7,10,6,5,10,9,8,5,7,7,9,7,4,2,6,6,8,8,7,15.2104567944278,15.230853479339,15.2997211510149,15.2775081684842,16.638104579194,16.5432800676774,16.7153715972417,16.7164721856718,14.5071872517315,16.6500941321303,16.6378029543022,15.8747342986189,16.0784825383126,15.2558108856756,16.310250027843,17.0182298811987,15.7545373674464,16.252123149741,15.6725560481689,16.6712177413048,-1.52977739318508e-20,0.999999999830797,1,-1.43897741628747e-20,0.99999999983539,1
"P02679",8,6,3,5,2,NA,NA,3,15,7,13,7,5,9,10,9,12,NA,NA,9,14.5574764251206,14.9836127291547,15.1061470601474,14.4674657605338,14.7156148840103,15.2197875383333,12.8911457042937,16.3971563343776,16.0094176917972,14.115596750792,15.3617340392514,13.1868428912136,13.741387922355,17.947527147786,17.2898042804707,15.3218101864866,15.6899197020613,16.0230716089782,17.5192541687814,13.9517752592984,-1.06367211468616e-20,0.999999999909699,1,-2.70005655525091e-21,0.999999999974946,1
"P19338",25,22,25,24,24,26,25,28,24,23,26,24,25,21,16,23,27,22,22,20,16.4291680437245,16.6550047379462,16.676266732092,16.4308920888413,17.9396773202776,17.9030778541427,17.7690136060345,18.266108924264,16.0868618244369,17.8073159958616,18.4710794715651,17.7532038357815,17.9027385794509,17.0673167947048,18.0772802954214,18.729768265746,17.2797170352697,18.0155883269952,17.8441062091261,17.9147075637749,-0.0839051717210632,0.676439430790605,1,0.209186962833524,0.275462702431592,1
"O00534",NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,14.4884160701184,14.8876337808166,14.5521062458911,15.8018468169747,16.85012265604,15.8816739072662,15.1380106166378,16.2319193917407,15.2656101252265,17.5876885625669,NA,NA,15.4303114112521,NA,NA,16.2197130468487,15.7217940724212,15.5102502783395,15.3842991634913,NA,0.251172556687141,0.304747128192882,1,0.0536843607738115,0.841306319385015,1
"P83731",4,4,7,8,5,7,5,4,4,6,5,5,3,2,4,5,4,4,4,4,16.0830347503736,16.2405206823491,16.2147516415469,16.5053001854958,17.6008321508433,18.1055607807986,17.5049945020612,17.9123140505423,15.9349116666088,17.6426971089938,18.4471404362892,17.5158432580784,16.8006398190151,16.5609325195232,18.0233941707643,18.06083476489,16.686468095697,17.5844612987695,16.712208661199,17.5226800375991,-1.31182013514371e-21,0.99999999999002,1,1.69933745761777e-20,0.999999999865223,1
"Q92947",NA,NA,1,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,14.6567259139018,15.4319356158858,15.2719926260334,14.3818789375468,15.8483354786252,NA,NA,16.5640987022661,14.0510162715769,NA,18.1577393530914,NA,15.7328758135133,NA,14.7417745752106,15.9849910737115,16.4774064169725,16.2984088990511,16.6745464722912,NA,-0.348663489398362,0.943201682536383,1,0.00226750751914534,0.999574211185848,1
"Q15365",5,4,6,3,4,5,7,4,3,5,4,4,5,3,2,4,2,4,3,3,15.1532660013817,15.1747548024007,15.1207677693031,15.42812844757,17.019846989624,16.7342448712669,16.6872674136926,16.5125126779751,13.7754589355559,16.6745365714083,17.4592553653467,16.0788708546177,15.7234890644599,15.456279650433,16.4049885454195,17.267869080921,16.1453989342783,16.7476027805011,16.1825906890442,16.1001852073231,0.0236618888256783,0.698220679768704,1,0.0239337686867591,0.676441013763558,1
"Q16555",3,NA,2,8,3,NA,NA,4,4,4,5,5,5,5,10,6,3,5,4,5,14.7245705084324,15.1837700952692,14.9618114784391,13.7059845289595,15.5318046029326,17.5303464983991,15.0685847612127,17.6190802564198,17.9425551335303,16.0301519597647,17.057797270853,13.9128571457791,15.435232561781,15.9475793464286,16.9919543556945,17.2082472233582,16.8780879645623,17.6493943831991,15.7324393059583,15.8814464443704,1.52069380572408e-12,0.999999448005959,1,1.7216116603081e-12,0.999999325798575,1
"P23142",5,NA,NA,5,NA,3,5,7,5,6,NA,3,9,7,8,NA,7,NA,8,3,15.7576818541261,16.2308568355138,15.9748738388885,13.1746476827088,15.3392281368927,17.17945180704,16.2622200605079,16.4218953598229,16.7210386435315,14.7233550970643,14.9208935035757,15.3594372510159,17.0441500587896,15.2578569204428,14.6350702213451,18.6943064065308,17.6817323128658,16.2479171496481,16.8459147067666,18.0171635656687,-0.276713628344757,0.491012820273505,1,-0.0960483016628986,0.797307342613669,1
"Q13642",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,14.3907642906321,NA,NA,16.1935223714308,17.8001919611544,NA,17.860861035839,17.0487910451167,NA,NA,NA,NA,NA,16.1268072264959,NA,NA,15.9608364377634,14.9561388152835,NA,1.31279925238779,0.0727256062764503,0.674275448468706,0.0836433109546295,0.903073285251429,1
"Q9Y678",5,5,9,11,18,8,11,9,9,8,8,8,6,8,4,9,9,8,9,6,14.5570556238559,14.8070208843466,14.9783790757537,14.6329204200919,15.9723677985499,16.6872758559124,15.8543169857158,16.1881668186258,14.9347908691478,16.0254988630982,17.5493374989017,15.305661554857,15.3543240085996,15.3380552549107,16.1906126401545,16.2426540104928,15.9504341781334,16.4434915875217,15.796639401148,16.29875409729,-0.0729657787485622,0.622405592880779,1,0.143018138906349,0.309834987916802,1
"O43324",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4528323330723,NA,13.8258265873471,14.3302203397378,NA,16.7698630469542,15.7977453736552,15.7976101810588,NA,15.8336032099063,17.4361396264337,15.4295904418723,NA,14.7759191610095,15.3822610788232,17.0327892730326,15.164924972584,15.2227363570217,14.2774470096515,15.037662275584,3.46331936382348e-19,0.999999999406283,1,2.4627809744551e-19,0.999999999559032,1
"P04179",1,1,2,2,2,NA,NA,2,2,2,2,3,3,3,3,3,2,2,2,3,15.0682165264779,14.7161680550501,14.7322878408989,13.9600280524561,15.5852414801202,16.4116170701723,13.1323745782668,16.5792388780966,16.9522649611484,16.6035785794177,16.344491388945,12.0021553012249,15.1319750302647,15.6891862661817,16.1206713691343,17.0028999240272,17.7016379614356,17.4064434673268,14.6206164254846,14.6475938529217,-4.61688068770491e-21,0.999999999973409,1,-2.07027425027012e-21,0.999999999987464,1
"Q92783",NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,NA,NA,NA,14.1773343986215,NA,NA,15.2694871535755,NA,16.1869816014033,NA,NA,16.1906634361706,NA,14.8802923334133,NA,15.0962683873415,NA,NA,NA,NA,15.1883232731861,15.1759927268387,0.334456202770134,0.344379352501446,1,0.323623307135492,0.344672929294696,1
"Q96RP9",2,NA,3,NA,1,NA,NA,4,3,NA,2,1,1,4,NA,3,4,NA,2,NA,13.5533883425843,13.099769975916,13.6751269137812,13.69522792581,15.592637948521,15.4426809758468,14.4670662240231,16.0663859059268,NA,15.9688860441149,17.2877084914263,14.4124187456959,15.3861372342317,15.0892138662984,15.8058993445147,16.2664340409893,15.962770531291,16.1366590022791,15.8526710752919,15.5287105037792,0.447823815177184,0.0759000181006755,0.674835068525485,1.13051856275886,2.44034746092024e-05,0.00963011732418476
"P21964",4,7,6,4,2,7,5,5,3,3,1,4,3,4,4,2,3,5,7,4,14.5091342067572,14.6438345648224,14.7395894623981,16.0182581276873,17.9130777317074,16.6719429426132,16.3780706190937,16.9793641183073,14.8366662226224,17.9884643789276,16.3278545116886,17.4955908351724,16.7471780174458,14.8640021323943,15.0301024408959,16.5761979377601,15.8909867533045,15.8701197090568,15.7481910875732,18.3088849226101,3.57104543151938e-20,0.99999999978791,1,2.30161520934036e-20,0.999999999860467,1
"P14866",5,5,9,4,5,6,12,6,5,8,4,9,4,5,1,7,6,6,5,5,15.3233247090178,15.7388846924861,15.6068942457114,15.777856117324,17.1919497602846,16.7064209494783,17.2203054189191,17.8659677188036,14.978669642159,16.9703967982606,16.2250789194535,16.2656258469238,16.4371886178328,15.7495201520215,16.1657551465467,17.0091021572935,15.7314220537604,16.9098917171038,16.5068379904375,16.6211836265833,8.05201371475763e-08,0.999851076910057,1,-3.1459754040217e-07,0.999404363940444,1
"P38646",19,15,21,15,18,12,21,18,23,19,10,23,14,23,12,17,19,12,20,17,15.5733790703463,15.8708673861253,16.0868768197727,16.1879795658523,17.6505023674952,17.4394855399317,16.8184210340319,18.0155104189964,15.4351999228833,16.4553726596552,18.084758847344,15.4265117851846,16.3918185013221,17.2781004370783,16.3870724533257,16.8182157306931,17.6941598493716,16.5781030699553,16.2474110703754,17.0403380108313,-1.42293201089274e-21,0.999999999980609,1,-2.54200444225505e-21,0.999999999963558,1
"Q92896",3,3,5,3,NA,3,5,5,NA,4,NA,2,5,3,NA,3,3,3,NA,4,15.4488409103718,14.8995716800739,15.2628868728352,15.7187295021753,16.5971600828219,16.6486548795726,16.4597182803688,16.9029395946268,15.537816219223,16.8956677010644,NA,15.6676410519713,15.5638331377026,14.9235009219622,NA,16.6264658186425,16.6750697899225,16.4623891770872,16.7893302229826,16.2559546651148,1.2129344180047e-11,0.999995626707154,1,-5.21005126600782e-12,0.999998075101269,1
"Q01082",18,22,32,25,21,31,19,23,11,18,9,38,13,17,13,14,15,29,16,21,14.8772391774859,15.0948015011397,15.2135965411999,15.507100555047,17.0532320771557,17.1833269893796,15.8890130744005,17.6831548181869,15.6209409815943,17.4387540576146,17.3556712489549,16.602176211552,16.1998788700865,15.1025130689199,15.6821389315199,16.0397997202468,15.9926778040815,16.6169943473029,15.6739733594807,16.4828464871336,0.196411012325613,0.377329139867151,1,-0.00264925858765246,0.990164728815738,1
"Q99623",10,8,12,11,14,11,10,8,10,9,7,10,11,10,3,4,6,8,9,7,15.5026984410429,15.8089049422011,15.5753560712647,15.5058642802693,17.3469556216509,17.2670637536065,16.8309979400008,18.0807273872649,15.0342403618361,16.9510705491871,18.7527040916134,16.0584069427597,16.2489524452663,16.5860128871591,16.4407511676467,17.464117499898,17.7058919981773,16.1314114353477,15.5297294023301,17.1631259861924,1.22201281235498e-20,0.999999999920462,1,1.4792182089846e-20,0.999999999899787,1
"Q99798",14,16,17,16,12,7,8,7,11,13,3,20,5,21,3,5,8,12,14,10,15.3742828815912,15.5728909767758,15.4702899160751,15.73836968583,17.3128467331145,17.1921046449617,14.9576122297924,18.0465437659689,14.9109471050247,16.8941732834722,17.2994492339437,14.6114691584035,15.2775757891242,15.4449674340088,15.0797779305276,15.3648551351112,17.6415920551125,14.9162866205619,15.6567088214083,16.5317125005817,-0.0361806954381445,0.917227545880858,1,-0.270062336267588,0.419852751306741,1
"P08397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8325953259447,NA,NA,14.4849417073226,14.479055226815,13.0239621706581,NA,NA,NA,15.6190158673235,NA,14.6029067792605,11.9085750657781,13.9157065043594,NA,NA,NA,NA,NA,NA
"Q00796",3,4,6,2,7,4,5,4,4,4,1,4,3,2,2,3,3,5,5,3,14.5521438879184,15.0074524889387,14.5045766436063,14.9281241010797,17.3653400772318,15.9760238165966,16.1442741508962,16.4621249217265,14.127230297581,17.5409012656737,17.9702281589832,15.8983472845032,15.325282900445,13.6953457956218,15.2900637944387,16.6735239672953,15.7356043865455,15.0571123437456,15.7070647158038,17.5093783911441,1.56583786883101e-20,0.99999999991552,1,2.63094412377481e-21,0.99999999998535,1
"P38606",4,NA,5,2,4,5,5,7,5,4,3,3,3,5,NA,4,7,4,5,2,15.0454555696745,14.8922912126665,15.431657121242,14.5726377754267,16.3994399159976,16.7592492559438,16.5268100278291,16.1633583894753,15.6304991758628,16.4520591786203,17.2741780170995,16.2029809477961,16.3478140276728,15.6530859728538,16.2283800772058,16.6226034690822,16.7240545652969,17.0807639944267,16.6540826693238,16.6557701954515,-0.0576174557371479,0.775688104797323,1,0.34029122102821,0.0790507468337,0.541330051883641
"P49756",NA,NA,NA,3,3,3,8,NA,NA,6,NA,NA,NA,NA,NA,3,3,NA,2,2,15.3698592557911,15.2127398971471,15.295592229572,15.0195988958437,16.4351547286768,16.4297623651786,16.6030575933621,16.6402074101879,14.8096642150014,16.4203183788642,16.8013301672279,15.7666045027863,15.379789541726,14.7697856527755,16.0754057113717,16.4159482860426,15.7662755464183,15.6982013530168,16.0409026839655,16.0320967464278,-0.155670766394639,0.356681132746462,1,-0.326835338355516,0.0465200482729202,0.411094883943559
"P13489",11,18,18,11,12,12,11,11,14,10,15,11,13,11,9,16,15,15,14,6,14.8468065837004,14.922670372344,15.0226372005125,15.801800270599,17.3075009035483,15.8258474609299,15.726527376027,16.5459765839858,15.6636055632432,17.0514830767674,16.993519354483,15.6206225543654,15.6552219576146,15.439838281209,16.6716529038846,16.6254808302646,15.917592105517,16.9322413667638,16.1001427364161,17.1534995522222,0.0838041493073308,0.517796211502313,1,0.101863590557233,0.41359203662873,1
"Q02790",3,2,3,2,2,4,14,5,3,2,3,4,3,3,1,1,4,4,3,2,14.6016335054412,14.77372548945,14.3243945866408,14.5914258654972,15.7346968320867,15.5719395604532,16.8605236938527,15.6247422646836,13.2236386703395,15.2426919300195,16.2126546445778,15.266700124657,15.0838933818624,15.2382867884109,15.6955587214955,15.2879448893908,14.7498089676487,14.8158040439799,15.6225905935706,15.665246724464,-1.30519595179419e-20,0.99999999992226,1,-4.37223385636351e-21,0.999999999972622,1
"O14936",NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,3,NA,13.5151021854539,14.1842285044967,13.6514116241379,14.4702328994204,15.2696003334836,15.2422795836814,NA,15.9402442730272,13.7266732264234,15.9285043433743,NA,15.1205165467746,NA,NA,NA,14.9659895581391,14.3957631431309,NA,NA,15.9876609068403,5.70560965417764e-18,0.999999996987385,1,5.04674989465378e-18,0.999999997396536,1
"P11021",26,19,23,25,32,24,28,31,32,26,31,28,33,18,21,31,28,20,20,25,16.4102049445157,16.6723762377884,16.6462798319909,16.0801593561872,17.3413601352626,17.647731486594,17.5005024614738,17.9156375511586,16.6631307317997,17.3520756038736,18.5484683808262,16.9790934129331,17.4518579503897,17.6669858483991,18.2218495695299,18.8668889006561,16.9459165327872,18.3892702086156,17.1534803465433,17.2351891151054,-0.364765804600493,0.129828525986842,0.851121151318343,0.0677510417981871,0.767155405195557,1
"P35241",6,2,5,4,5,8,NA,4,3,5,3,4,4,3,3,3,4,7,9,2,14.3132082961519,14.9201771375094,15.2150222623886,13.6867134930772,15.6907577914744,15.557759945939,13.1344279999693,15.9255066300766,13.6385105410223,17.1571561618337,16.3711232691206,15.9571781903366,14.4704709100812,13.7959880242501,15.8390177581332,17.2923361118342,14.5598269450238,16.1242240182538,14.5333064314293,18.0452451294941,-0.00044095803751352,0.979140165831025,1,-0.000109208262812987,0.994535423200406,1
"P15311",8,10,12,10,7,11,13,10,3,8,10,15,5,10,7,5,8,13,13,6,15.2362712469368,15.5695134202995,15.6714420411017,16.8777814337685,18.6439564135268,18.0307105651054,17.0643959296079,18.4590191781388,15.6792936865023,18.446327666605,16.8214592244081,16.3538878662807,16.4880954646603,14.9731852113612,17.4570611662385,16.6008876016765,16.8040797109354,16.7470664471184,16.0864583163312,18.1641887082964,0.886683653140736,0.0220497943904336,0.397778290803422,0.0910351277613914,0.804556580195552,1
"P26038",9,4,5,8,7,3,NA,11,19,9,21,8,12,9,13,15,9,5,3,8,15.3677919877818,15.2728894475412,15.1379375705634,13.7546281424307,14.768442281701,16.4278395019661,12.4433872905821,16.1998227222568,16.6803790794202,14.9008575611343,16.4375769053759,13.1280122463819,16.3687854095413,17.4925699041258,18.6586266092525,17.4347592039422,15.9242928495217,18.1926613299034,16.1573485275503,14.9154426511177,-0.677635520109454,0.321447359515877,1,0.145335450372294,0.819151983068545,1
"Q6WKZ4",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0552250777677,14.5835695498606,14.3246430713282,NA,15.4316953361082,14.5932813988734,15.8886592200687,15.6272318533544,NA,15.5341221283737,NA,14.8084572023138,14.369606333363,NA,NA,15.2306230081544,14.2085445501089,NA,13.9446617253799,15.5844107969707,-0.0574533214826293,0.999996122142964,1,-0.125942492627438,0.999991635545828,1
"P04080",6,8,7,5,6,7,8,7,4,6,6,6,7,7,5,8,8,6,8,6,18.2648377933183,17.7360817478952,17.694666893539,18.7709306752108,19.8548920663791,18.1390212557089,19.8318911047691,19.2253907537339,17.6644774322389,20.0033262737129,18.6474075272779,19.196582060422,18.4570394324859,16.1836361459187,18.4840847204908,19.9243161020678,19.2338752898499,20.4704928366907,18.7353526286604,20.0464776983987,-7.49367505383338e-22,0.999999999994421,1,-5.98512976226548e-21,0.999999999953367,1
"P27797",17,12,15,15,23,17,21,16,19,16,25,15,20,15,10,19,16,13,15,16,15.0434289704471,14.8278271694417,15.0529327095325,14.3102857260162,15.807450289974,16.2338929257272,16.6887853195128,16.2594963248872,15.1229779270722,15.8519012832663,17.6073732004464,15.5628636925274,15.7963233828592,15.3215332347137,17.1452807637557,17.4048283078582,15.9346356555416,17.0384403869969,16.1539835997171,16.5198690462083,-0.233217247399491,0.339325733729827,1,0.331185014786329,0.153698699776627,0.779372986601594
"P24666",NA,NA,2,NA,NA,4,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,2,13.9693319939823,14.7926360935903,14.6074687732108,14.3104092034131,16.30137689643,15.1456118376702,15.6630370453849,15.9278108831983,NA,16.2156359990424,15.317056300123,15.1946263228943,15.5382761659914,14.3860950751436,15.3883801583947,NA,NA,15.7886391638209,14.9813057842819,15.5982918072529,5.28764377739444e-21,0.999999999983975,1,-7.82138449347636e-20,0.999999999757821,1
"Q99442",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3750292933746,14.0721816691835,14.5493649574014,13.7448721352594,14.5043644384061,15.372418268721,14.4023397969492,14.6960961687022,NA,15.1581776741528,15.7935649565913,13.9466824161628,15.3391045691188,15.1110274867672,15.0366407734695,15.3330405707306,14.090599538423,14.8329227397174,14.8457770423687,14.7345922981293,-0.583188555647192,0.0384295937427573,0.504808158582046,-0.346351482103544,0.173486063475871,0.818546224020836
"P17661",10,NA,NA,NA,NA,NA,NA,7,NA,12,NA,NA,NA,36,11,10,12,NA,2,9,13.9945546122514,14.3327387354215,14.4311053776031,NA,NA,14.7382145730832,NA,NA,14.8815596174176,14.9919233231162,17.0314458531912,13.2166020278641,14.1917745400811,NA,13.7691021008194,13.2355632510806,18.7449490510278,15.9224380674285,15.2583608685717,13.6724300743171,-2.20066910398146e-18,0.999999999293569,1,-7.44215725753347e-19,0.999999999624842,1
"P20700",14,12,13,17,17,14,23,12,15,10,11,19,8,9,8,16,10,12,11,11,15.6410677376094,15.9224394493552,15.5332428742356,15.5349169476144,16.5673582534409,16.8596907589538,16.9358307292034,17.2077399900111,15.2726529016378,16.4931880540675,17.3154444358159,15.7025177312584,15.7405306525264,15.9022594219767,16.0325558819128,16.4218519855096,16.0385843205848,17.1193262875346,15.4035811919666,16.6651805016919,-0.149626516405226,0.409668375307913,1,-0.241024634171242,0.164845765082792,0.805206219947024
"P53396",5,2,3,NA,15,8,18,8,2,7,4,NA,12,NA,NA,3,5,3,5,8,13.9485785209561,14.1631551076394,14.0872726505718,12.239040244117,13.7814676944427,14.3942480242346,16.322067936416,13.9071766617023,13.5903522895652,14.6749400844055,17.5014749948797,15.3302348947599,15.04921771217,13.9717340639134,14.8938477912199,16.5569060172821,14.4344857671645,15.1692346508288,14.9223733258435,15.2444742651728,-0.685762176599692,0.146385574689713,0.900271284341733,0.142299689421038,0.738298001900209,1
"P16422",4,4,4,3,3,4,4,3,1,3,NA,4,5,1,NA,NA,4,3,NA,5,14.683698889825,15.0407503344952,15.3035389909958,15.7092721960829,16.6249066739017,16.677597606339,17.2199157757763,16.7985660264107,NA,16.1703869203089,17.8827182120547,16.109094336962,15.4117898438694,14.2811168127162,NA,17.5662830716917,16.130296614103,NA,16.3899448868249,13.7075354933564,2.27372893012223e-20,0.999999999839779,1,-1.94275024794351e-21,0.999999999986211,1
"P00367",4,3,4,3,4,4,5,5,1,5,2,5,3,5,2,NA,5,3,4,4,17.1150095646171,17.1750157748343,17.234251218613,17.4217692667095,19.2744791726079,19.0568764687768,18.1248666885457,20.2306616440641,17.1702209740624,19.0325946611728,19.743959864592,17.9692532111443,18.0531339205748,16.6385703607962,17.3392191299447,18.8535966616306,19.3023521958517,17.4076150042089,17.8769532481444,19.4614159986384,3.42475408241139e-16,0.999999981068432,1,2.73477087400139e-19,0.999999999984171,1
"Q7KZF4",14,9,11,8,16,18,19,16,13,14,18,7,15,10,4,13,15,10,11,13,16.2229489408127,16.1774869274156,16.0391417126408,15.4398549417367,16.933416222728,16.9320131131383,17.3214905351957,16.8821666941429,15.5935406264233,16.8202263671697,18.158657615051,16.6676415883309,17.554811976963,16.3811591490577,18.2775097644143,18.229161584605,16.8632921696202,17.5089928808236,17.1935407196322,16.9471286597751,-0.583840058618947,0.024934639668183,0.416965348577655,0.147634698210024,0.549410075671023,1
