"protein_group","number_of_peptides_control_1","number_of_peptides_cystitis_1","number_of_peptides_cystitis_2","number_of_peptides_cystitis_3","number_of_peptides_high grade_1","number_of_peptides_high grade_2","number_of_peptides_cystitis_4","number_of_peptides_high grade_3","number_of_peptides_high grade_4","number_of_peptides_control_2","number_of_peptides_high grade_5","number_of_peptides_cystitis_5","number_of_peptides_high grade_6","number_of_peptides_high grade_7","number_of_peptides_cystitis_6","number_of_peptides_high grade_8","number_of_peptides_high grade_9","number_of_peptides_cystitis_7","number_of_peptides_high grade_10","number_of_peptides_control_3","abundance_control_1","abundance_control_2","abundance_control_3","abundance_cystitis_1","abundance_cystitis_2","abundance_cystitis_3","abundance_cystitis_4","abundance_cystitis_5","abundance_cystitis_6","abundance_cystitis_7","abundance_high grade_1","abundance_high grade_2","abundance_high grade_3","abundance_high grade_4","abundance_high grade_5","abundance_high grade_6","abundance_high grade_7","abundance_high grade_8","abundance_high grade_9","abundance_high grade_10","log_fold_change_genotypecystitis.genotypecontrol.","differential_abundance_pvalue_genotypecystitis.genotypecontrol.","differential_abundance_qvalue_genotypecystitis.genotypecontrol.","log_fold_change_genotypehigh.grade.genotypecontrol.","differential_abundance_pvalue_genotypehigh.grade.genotypecontrol.","differential_abundance_qvalue_genotypehigh.grade.genotypecontrol."
"Q06587,Q99496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,14.2404949611177,14.0931356495107,14.4655288004724,NA,15.7380387373895,15.51220957981,16.2523903542799,15.8472098610241,NA,15.9486476683871,17.1748914593526,15.4018157058283,15.2982321935759,15.1882715005915,15.3497004062998,15.6291140933473,14.6107290153304,16.3579622030888,14.9523023385435,16.2376206665071,1.81590169389154e-19,0.999999999558564,1,3.15333219545957e-19,0.999999999149581,1
"Q12840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,13.7562796844342,13.2484537623252,NA,13.5694390133349,15.7897231338428,14.4774789352032,15.3484203336456,NA,NA,16.7036637198721,17.2267950249465,15.7138287760736,15.2588645038708,NA,NA,16.9292327050483,15.2764692609643,NA,15.7650421073216,16.322367248801,0.455413877510183,0.259556646362753,1,1.22997860194561,0.00513595757603418,0.126506970495456
"P49961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,14.1460787656802,14.9238047741111,13.9305264136226,NA,NA,NA,NA,NA,16.2414171700391,NA,16.6980992447624,NA,14.5669370873426,15.2513680706409,16.1995497007546,16.6901868277762,16.278153688786,15.0367570478099,NA,15.4535148994258,0.884201351744518,0.0735469737034134,0.674835068525485,0.177376004230985,0.520870848866729,1
"Q6KB66",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6298788638179,14.2525175036301,13.7886261569257,NA,NA,NA,15.0822194133741,NA,NA,NA,16.9283044543233,NA,NA,NA,NA,NA,NA,NA,NA,15.9219143757555,0.161117068650357,0.767881290448313,1,0.83181134433412,0.0841438338326589,0.56632099927569
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7575627773032,15.2014322369633,NA,16.0018490791264,19.0685904244042,19.6050390150977,NA,NA,16.1929641967867,18.6627102839298,18.404059787325,15.3829670837768,15.7481065239073,14.4995308418027,20.1553484792652,19.4591793293,18.4439728841946,21.1595564194148,NA,16.5985583296528,1.4753007049869e-18,0.999999998969479,1,1.05374084946684e-18,0.999999999231216,1
"O43488",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6653536624074,13.8028699569281,13.9749069877633,12.7717999489259,16.6935903468332,NA,16.7309224059733,15.7923548048713,14.6585210795946,14.9469783639068,16.6598577283539,NA,14.633203707138,NA,NA,NA,15.3303879367256,NA,NA,16.0528753734815,1.49667264905051e-19,0.999999999523707,1,1.79986315207362e-19,0.999999999494857,1
"Q9NWU5",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8064000041098,15.2183010062562,15.6193286216027,14.9360599428081,15.7411729606828,NA,15.8434418186801,16.330967678253,NA,NA,16.9816199821233,14.8155709748959,NA,14.6609884637474,NA,NA,NA,NA,NA,NA,-0.426801901611651,0.0710618357061358,0.674275448468706,-0.408825207529275,0.113357120426499,0.665125326263175
"Q06124",NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,1,1,NA,1,15.3239384090705,15.416786408136,15.7951939913392,15.2743613384247,NA,NA,16.0538217109689,NA,15.6221628698226,16.8579159960822,NA,15.4407498990494,15.6205640329585,15.5665840922094,16.7177761571219,16.9785208096053,16.2017046788961,16.2312419992232,16.3302333148297,16.6131592017065,-0.196815264923909,0.177277594402603,0.957511318270347,-0.193465383769739,0.13276166522022,0.72912706538945
"CASK_BOVIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,12.5542104534356,NA,NA,NA,NA,NA,NA,NA,NA,15.9446417074392,NA,NA,15.1452553694085,16.8997375766186,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4595497267968,NA,14.199298984378,14.1538019206193,17.1855662096646,16.5094906527785,15.9670252838838,17.2799053814947,15.0635073180433,16.7872195223236,NA,15.9829797211095,15.6329506282552,NA,NA,NA,NA,16.4228855014057,15.6916040430259,15.3637842589887,0.283167315981552,0.27408469097124,1,0.242509860157373,0.366332639640119,1
"Q6NT55",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9512802023877,14.2723794788723,NA,17.4478635581513,NA,NA,16.9050391958838,NA,NA,NA,15.8889360887914,14.493033338438,NA,NA,16.0734193174481,NA,NA,NA,16.2096146112696,1.17263084560488,0.0208397450831722,0.382294743423427,0.488027132904356,0.207404736790744,0.904021281313307
"Q9UKG9",NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13.3257082415558,NA,NA,13.3970158121551,14.3249083465359,14.3819039070175,13.6054742041271,14.7690201263507,NA,NA,15.1080106124941,12.1720794587289,NA,NA,NA,14.2062459899572,14.5504136079836,NA,NA,13.6523034392245,-4.4656294713859e-18,0.999999997523986,1,-5.61554588178719e-18,0.999999996976671,1
"Q13425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,15.9881700959018,16.3201477087185,NA,16.822633492482,NA,16.56517375577,NA,NA,NA,NA,14.8799205554295,NA,14.4021775895016,15.6560323830786,14.9424349022394,NA,NA,NA,NA,NA,NA,NA
"O96005",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9243886967707,12.9926593203513,13.1776763951926,13.4732251115405,15.0171070838802,14.8925923528165,15.5502660221863,NA,13.2301742062828,15.375773792618,NA,14.4172799839381,14.3819372532998,14.839293593446,NA,NA,14.3273472205438,15.2490238271373,14.7558858335459,14.1367301685501,0.373867843973229,0.16076999241786,0.931240405355223,0.47734685334747,0.0708585199720322,0.508035237188513
"Q06520",NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,15.9598311015103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2419293590861,NA,NA,NA,NA,NA,NA
"O75976",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.37244902834,14.465588839529,15.5972310226514,NA,NA,NA,NA,NA,NA,17.1396785114986,15.0992866039755,NA,NA,NA,16.1150865439002,NA,NA,NA,NA,1.03083906420831,0.0243441290907674,0.411720083247604,0.357574621434308,0.23136926840568,0.958280559641023
"Q5T2T1",1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.643690541829,13.9436100631743,NA,NA,NA,NA,NA,18.5315477442119,NA,NA,NA,NA,16.7755030286721,NA,NA,NA,NA,NA,NA,NA,1.62327601087893e-18,0.999999998712905,1,9.26863217223868e-19,0.99999999926509,1
"P35080",2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,2,2,2,2,2,16.8407304884487,17.066645052174,17.2451929660701,16.7171682771608,18.4117523838675,16.9248892974998,18.1747617076398,17.8320028163183,NA,17.6199642048777,16.6897812521545,17.1484106855989,18.1638661065003,16.890314824962,16.5843800104699,17.2367519358416,17.0523725965607,18.0047801560151,18.0711581874767,18.5857967160893,-1.40026668658542e-20,0.999999999893643,1,-1.63146962954862e-20,0.999999999867692,1
"P22897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,13.5752480317576,13.8156568744773,NA,13.1191579426456,NA,NA,NA,NA,15.94663555198,NA,NA,NA,NA,14.4684355507388,14.9351962747182,15.2876689542329,NA,15.7548392413723,13.6290547890653,NA,1.16591471984084e-16,0.999999999999964,1,6.12733913085825e-18,0.999999999999998,1
"Q96S99",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,12.3090376659754,NA,NA,NA,14.1543524753617,NA,15.0716843654869,NA,NA,14.9539736032143,NA,11.8981166527706,12.519288770838,12.978082421907,NA,16.9164370408075,14.5895468689545,15.7529173936455,NA,NA,1.06977065610207e-18,0.999999999231072,1,7.52702821612777e-19,0.999999999415625,1
"P14555",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3799631465943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0322266583592,NA,NA,15.9517674618721,NA,15.9070683488333,NA,NA,NA,NA,NA,1.87602499220791e-19,0.999999999634751,1
"Q9BUR5",2,NA,NA,3,4,NA,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,2,15.5793907606501,15.1077048807076,15.561839423654,NA,17.0644762327006,17.2226880754027,NA,16.6903135698212,NA,NA,17.4358806939412,NA,NA,15.0419189448942,NA,NA,17.1567661119824,15.4439770826595,15.8125204266847,15.7584441651738,-4.98287161908743e-20,0.999999999913132,1,-4.04253276314799e-19,0.999999999204938,1
"Q5BJD5",NA,NA,1,1,1,2,1,1,NA,1,NA,1,NA,1,NA,1,NA,2,1,1,13.4446771683066,14.3043128703002,NA,13.2563925560979,15.8185840058667,15.9616694033003,16.1784844432318,16.4391722115368,13.0113589106946,15.3782118391784,16.1120003442621,14.1070754044752,14.4057994211803,10.5666121614883,12.9744367930622,14.1313302724563,15.3064447930816,14.8882872380708,NA,14.8290137494665,0.00437865782890161,0.983450579125731,1,-0.0840842766427128,0.681129115957684,1
"P03956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,14.3126291072058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6397485441547,NA,NA,NA,NA,NA,1.25153201542152,0.0823438861849322,0.556936727743408
"Q8NBK3",NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,14.8698250002935,15.4983430567395,15.4404622211128,NA,NA,NA,16.0625434054203,NA,NA,NA,NA,15.6206548187745,15.0292960713453,NA,NA,17.5734528794201,NA,15.1559632020587,15.430309339889,15.7404480106562,-7.10855955280588e-19,0.999999998988369,1,-5.1276932358598e-19,0.999999999057922,1
"Q15113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,13.8763749550038,14.0424022412048,NA,NA,NA,NA,NA,15.2967584720307,NA,NA,NA,15.0026469965788,NA,NA,15.7859376863198,14.8871543680107,14.1114038187018,14.9903194070093,NA,5.97245358623591e-19,0.999999999045174,1,1.22776032122934e-19,0.99999999971267,1
"O95758",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,15.4834947790139,15.2999854344039,15.732624332271,15.1468877819298,16.4439758762672,14.7583993051561,16.8625414608357,16.8650664586871,14.2411187457849,16.7344860781306,15.9212440255277,14.3368669084645,15.2934100206337,13.4523779526423,14.1943680341906,17.2474259610684,NA,16.3815847833596,NA,15.9366118202115,-0.425361045201873,0.24935846318071,1,-0.852761012795912,0.0252368083921727,0.289959313158604
"P48739",3,2,3,2,NA,2,3,2,3,4,1,2,4,2,3,3,3,2,2,3,15.2459426564889,15.4828628093425,15.3306180373728,15.3022714978247,16.593027839439,16.1418627548127,15.5367031721185,16.5160367952555,14.964114500018,17.1442448862495,16.5057611782727,16.2358489469288,16.5010835995446,17.1134151534852,17.7178871036155,16.5000403978649,15.329791247772,17.2943713536991,16.4885935729866,17.4188119061084,-0.180886400952506,0.578773405453713,1,0.236775930082468,0.448569790750945,1
"Q9UGP8",1,1,1,NA,NA,3,1,1,1,NA,1,2,2,2,NA,NA,1,1,1,NA,NA,12.0505600646918,NA,13.5949289174612,14.6700396831619,NA,14.9393965317208,15.4762472700143,NA,15.3037764986755,16.2139297418596,13.1137302191058,14.1796609139149,13.5818060959165,15.7906874848692,16.3554702688619,14.4779020538199,15.0236972170001,13.9365036830409,14.9800937620957,1.33572998174521,0.00898586346051791,0.252169365921512,1.30545154907428,0.00810710892823983,0.163692067036372
"Q4KMQ2",NA,4,2,1,NA,1,NA,NA,1,NA,NA,2,NA,1,1,NA,NA,1,NA,NA,13.4487569035615,13.7760163792429,13.6955848978587,14.870444954022,17.1087888420161,16.9703124142966,14.4744787975401,17.4322207611911,14.9886104855238,16.9218199919147,NA,15.1550976480121,14.3167714458868,14.1758561489278,15.6479093144537,16.2380581570769,15.4516934977122,15.257343876565,14.4463731906864,16.2020962933285,1.18020369507326,0.00906766738210797,0.252169365921512,0.486994311694996,0.230552086489005,0.957785218606365
"O15037",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2199907111178,NA,14.5490839637101,NA,15.0526883469623,NA,NA,NA,NA,14.2761898678334,NA,14.0975397934678,NA,NA,NA,NA,NA,15.8689584764478,-0.938132125377089,0.115241092023168,0.810069760313394,-0.653333294743996,0.217189552408467,0.937906871438676
"Q6PJT7",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0084904864497,14.8039940029706,NA,14.968355835335,15.550860945272,NA,15.4806582440883,NA,NA,NA,NA,15.2305163578028,NA,14.601514031264,NA,NA,NA,NA,14.8698539818267,NA,-0.116555528745437,0.588007755211301,1,-0.152254762361464,0.482928657506029,1
"Q9Y426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,11.6621528429016,NA,NA,15.2106340963617,NA,13.8975951140791,NA,NA,NA,NA,NA,13.0938447878503,NA,NA,16.3515670865466,NA,NA,NA,14.7439664442831,0.577359142751702,0.303540937958964,1,0.696158339077415,0.222590071573918,0.946123601997361
"Q9UH65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,17.0126378830037,16.4327740776968,16.8332995040644,16.5649597300956,17.7926064787024,18.8116894549898,16.4734225614638,18.9194763203696,17.0089970426437,18.3298417419951,16.5306805083697,16.2149461178229,16.4713219274945,16.2880990834042,17.5720421202461,17.5832777355665,18.0090207673729,NA,16.0688484949912,NA,-0.0652541363067307,0.838693661124732,1,-0.779222289528497,0.0195381780709268,0.260445810595946
"Q9BY77",NA,1,NA,NA,2,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,15.0011208300074,14.5226037596453,14.017026238267,14.5867457981946,15.7637898254869,15.5997449926931,14.9456835301629,16.3173128082743,13.7629936235407,15.5266699977785,NA,15.2845791242818,15.413425494407,14.2391807067806,15.4233621262942,15.7601630655201,14.4309642772558,14.8973873497422,14.6653964298292,16.026619002612,-2.3270933652994e-19,0.99999999940802,1,-1.80937351759588e-19,0.999999999530606,1
"Q6NUQ4",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8012728766749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7576582993942,NA,NA,NA,NA,NA,NA,NA,NA
"Q8TDB6",NA,NA,NA,NA,NA,NA,3,NA,8,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,14.4999727745733,14.0594732621025,14.8478665331261,14.1438107820923,NA,NA,14.919822280461,NA,14.8945527117697,14.9017878711527,15.8423312242668,NA,15.1190741022765,15.7141978917152,15.1488796023719,NA,NA,16.0247541875261,15.4839474953423,NA,-0.327560483019977,0.24027727776964,1,-0.0534197376273877,0.830485358439991,1
"Q8WWY3",NA,1,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,13.8770318002525,13.5134085287213,13.7412570243765,14.5333420582575,15.5311681192372,NA,15.6293762453412,NA,13.1965547010705,15.8909763755047,16.1924869630509,14.9250108521995,14.7939022444084,NA,NA,15.7965361167147,14.3211713988433,15.7227464343083,15.3077785367665,15.7996535097596,0.0398786075836653,0.853678803608009,1,0.0542563030546923,0.79067330598228,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.330079140098,14.5309771325332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1673814250516,NA,NA,15.2585630421914,NA,NA,NA,NA,NA,NA
"Q15382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,13.8302093913651,NA,13.4634729934025,NA,NA,13.4087909388604,15.0508262491169,NA,NA,12.4953961489567,NA,15.7260231669672,13.3989948920061,14.401264611508,NA,NA,NA,NA,NA,NA,NA,NA
"P51153",1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,1,1,2,14.5604387010753,14.7597112454762,14.8569137149685,NA,16.7787044485207,16.216769576536,14.5507786135278,16.8465054967684,15.0767032646194,16.7474273905494,16.6475367034841,14.355755889305,16.4095534575801,14.8870054043127,NA,NA,NA,NA,NA,16.3401411716178,1.74925269736863e-19,0.999999999473145,1,9.90136782489345e-20,0.999999999701782,1
"Q9NVS9",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7159709927666,NA,NA,NA,16.4992598952909,NA,NA,16.4016808716036,NA,NA,17.0132820373701,14.3804350551208,NA,NA,15.5525140657253,NA,NA,NA,15.3192228156957,16.1991347480842,0.0449157737473407,0.820874293526933,1,-0.0449711686804545,0.811292652420682,1
"P52594",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,14.798835852573,14.4125332674114,NA,15.1684432712856,NA,15.6244874309602,15.5469601182173,16.0991748131912,NA,17.1200034192837,15.6756946547126,15.2303825904949,16.5811750761784,13.7042278061649,15.387293926792,15.7216759508686,NA,16.4987892239483,15.6550565869996,16.5636912766495,1.29146535770971e-19,0.99999999979793,1,-5.17109528950637e-20,0.999999999913405,1
"Q9Y520",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.742543896551,14.7587365008657,NA,15.087233861621,NA,16.4425033270807,NA,NA,14.8218148732295,NA,15.0413647969634,15.2055736168053,NA,NA,NA,NA,14.6320450589399,15.0713088717037,15.0922894793285,-5.91926154431693e-19,0.999999999182304,1,-5.68534977296781e-19,0.999999999143077,1
"P50552",3,3,3,NA,NA,3,NA,4,3,3,NA,NA,NA,NA,NA,NA,3,2,NA,3,16.3151620417355,16.6977371224582,17.0211753729967,16.233979791723,17.0321869137814,17.0463030936026,16.4068497900275,16.3796231183395,16.4152511012345,18.8131831322613,17.035597081974,16.7362713825822,17.8705745466139,17.3283622955081,17.2300090191697,17.4930664291288,17.0323476790317,17.4864123691977,17.6894415686249,17.4402793537268,-3.23118818155355e-05,0.991248035193374,1,-1.57557017987088e-05,0.995593410218095,1
"P07204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,11.539542024043,12.2997476132999,NA,11.9065567519184,NA,NA,NA,NA,NA,11.5521417472245,11.3230987608951,NA,NA,11.4343211206106,14.3188004375572,NA,14.3413553493012,NA,NA,NA,NA,NA,NA
"Q9BXS5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,15.0199436401836,15.440684517391,15.7854519257769,16.5262386799547,16.472845893018,16.2462981533423,NA,NA,16.802537919766,15.7147457202842,16.0904835669974,15.6030434462621,16.9430925494436,15.9947011703186,NA,16.1157176921418,15.9594622964448,NA,3.03822545216522e-20,0.999999999946512,1,2.28570699584393e-19,0.999999999590215,1
"Q03591,Q9BXR6",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,14.6570947879996,14.5996524863991,14.9660398569419,14.3383894275662,NA,NA,NA,17.238558880769,NA,NA,17.0715716221764,NA,NA,15.9656502919921,16.4601588836194,NA,16.1703624781641,16.5356211661821,NA,NA,0.219815805150039,0.4686946689475,1,0.352060342845906,0.0680149400517167,0.496892981337814
"LYSC_HUMAN,P61626",1,NA,1,1,1,NA,NA,1,2,1,1,1,1,1,2,2,1,1,1,1,16.3486555147804,16.5027566230868,16.2183595228315,12.8030912281782,15.4619024501518,16.9116279147133,13.7515823197264,16.6517134194003,18.5600138868712,15.3403644290623,18.6518503568282,13.8098174883812,15.9127618916187,18.131321162191,17.6190146479623,17.2141320263825,17.2503265237636,16.7589897212147,17.5342597331959,17.0871409309078,-1.01883991956581,0.999992926894,1,-0.312776035927365,0.999997715593579,1
"Q5T8D3",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.685153768085,NA,17.5011185040028,14.46448142533,NA,14.8348172590367,16.629511579128,14.2227081889205,14.7201325936869,NA,NA,NA,NA,NA,15.0042034461787,NA,-9.40118811575977e-19,0.999999999087702,1,-7.81769841872415e-19,0.999999999241365,1
"P23743",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,13.2601994907319,15.0049391111458,NA,12.9320138215133,NA,NA,NA,NA,13.2705805909394,13.404817762578,NA,NA,NA,NA,NA,NA,14.4576635703027,NA,NA,NA,NA,NA,NA
"Q96EL3",NA,NA,1,1,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,15.2963453966038,16.0374444475973,15.9964909116329,15.3446045502755,15.9785042019236,16.204658907276,16.1432951967684,16.4296929058949,NA,NA,17.1416485286606,15.4363543095414,NA,15.6620766199978,NA,16.1951749463805,16.0963070027534,16.1724469595128,15.5480455352687,16.7589131745763,-0.704062010664368,0.00772872254671795,0.250399545791282,-0.59723264346068,0.013997379317176,0.218993020301575
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5570380334316,NA,14.4831861981652,13.9375983366319,NA,15.9730850278379,15.8679020711782,16.001023686582,NA,NA,16.2645276116232,14.9196652160124,15.2114768581848,14.1056854636162,15.261207723463,16.4731649538707,NA,NA,14.9969944945311,15.3763124751627,-8.84182887298949e-20,0.999999999766165,1,-2.0044725053425e-19,0.999999999419292,1
"P46939",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9271560331559,NA,NA,16.3508882292702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O43815",1,NA,NA,NA,NA,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,14.2937913324107,14.4342741040459,14.3556700934196,14.1219987127385,15.9052229256968,16.4277946146343,16.1124873417122,16.0139988715274,NA,NA,16.552151504699,14.7747374660774,NA,NA,NA,NA,14.6329857416371,16.7110761686025,NA,NA,2.38173007643191e-19,0.999999999337027,1,2.70686363941177e-19,0.999999999246523,1
"O14939",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3546669435253,15.5402767473069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O95232",NA,NA,3,1,2,2,3,1,NA,1,NA,3,NA,NA,NA,2,2,NA,NA,1,NA,13.9038008725799,13.8252398808463,14.0595568189521,15.3921970168503,16.0267211269627,15.5614737745613,15.9509526809969,NA,15.880852628885,16.0534290190799,14.9751397779444,14.476372179988,14.2726916458812,NA,16.3331062471013,NA,15.5616759585199,15.3196833201859,15.7313734109299,0.0852406050499757,0.498913551188075,1,0.076020434080312,0.532880690915126,1
"Q9GZX9",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,14.2505920528523,13.9766296513068,NA,NA,NA,17.8424252393425,NA,13.0375043781686,NA,NA,13.286240726393,13.3138585318964,13.0700986135087,14.6808287210381,17.8988065523259,NA,NA,13.8970368510174,NA,9.07088832798762e-21,0.999999999986144,1,-2.56439840621128e-19,0.999999999536509,1
"O00330",NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.766890299266,NA,17.0035074465597,16.8305256325495,15.3302302491084,16.4579926699136,NA,NA,17.5181523650017,14.7015594871091,NA,NA,NA,NA,16.2691630327234,NA,NA,NA,1.50118138954305e-19,0.999999999697219,1,1.46376371406805e-19,0.999999999714141,1
"O00401",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0628095560327,NA,13.1296094325698,NA,NA,NA,NA,NA,NA,NA,NA,14.0503483360001,NA,NA,12.3565071061135,NA,NA,NA,NA,NA,NA,NA
"O76071",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,15.0280237098083,14.7976271688705,15.0966700941617,14.2033146173752,16.1965913552886,NA,16.3063005067001,NA,15.1400744514402,NA,NA,15.7395269195884,NA,15.5454916799061,NA,17.3032841279447,15.4062892788609,NA,NA,16.3486043390662,-1.87236163549749e-19,0.999999999523362,1,6.27277495002005e-20,0.999999999827523,1
